#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------orms------brms------umax------bmax-----divu2m----gg2m------oum------ourms-----oxurms----o2u2m---
    0   1.0000  9.82E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
    5   1.0005  9.81E-05 2.840E-12 2.219E-05 7.134E-17 2.749E-12 2.383E-06 5.136E-04 6.661E-03 7.556E-06 1.613E-02 7.393E-06 4.28E-16  2.75E-11  1.11E-09  9.46E-10  2.12E-18
   10   1.0010  9.81E-05 5.146E-11 4.501E-05 1.622E-15 2.830E-11 1.015E-05 4.200E-03 9.488E-03 4.636E-05 2.412E-02 1.091E-04 9.73E-15  7.87E-10  2.69E-08  4.12E-08  2.43E-15
   15   1.0015  9.81E-05 2.824E-10 6.867E-05 8.666E-15 1.009E-10 2.377E-05 1.160E-02 1.172E-02 1.113E-04 3.258E-02 5.457E-04 5.20E-14  5.90E-09  2.04E-07  2.67E-07  1.13E-13
   20   1.0020  9.81E-05 9.177E-10 9.020E-05 2.445E-14 2.384E-10 4.284E-05 2.239E-02 1.343E-02 2.243E-04 3.802E-02 1.656E-03 1.47E-13  2.10E-08  7.29E-07  9.50E-07  1.43E-12
   25   1.0025  9.80E-05 2.121E-09 1.101E-04 4.724E-14 4.414E-10 6.512E-05 3.567E-02 1.484E-02 3.510E-04 4.117E-02 3.505E-03 2.83E-13  4.40E-08  1.74E-06  2.34E-06  8.52E-12
   30   1.0029  9.80E-05 4.050E-09 1.331E-04 7.591E-14 6.985E-10 9.000E-05 5.153E-02 1.632E-02 4.562E-04 5.191E-02 6.055E-03 4.55E-13  7.32E-08  3.44E-06  4.74E-06  3.43E-11
   35   1.0034  9.80E-05 6.837E-09 1.484E-04 1.119E-13 9.982E-10 1.169E-04 6.997E-02 1.723E-02 6.206E-04 5.076E-02 9.204E-03 6.72E-13  1.21E-07  6.04E-06  8.45E-06  1.08E-10
   40   1.0039  9.79E-05 1.047E-08 1.715E-04 1.532E-13 1.334E-09 1.447E-04 9.056E-02 1.852E-02 7.450E-04 5.797E-02 1.249E-02 9.19E-13  2.00E-07  9.77E-06  1.36E-05  2.81E-10
   45   1.0044  9.79E-05 1.511E-08 1.910E-04 2.015E-13 1.698E-09 1.738E-04 1.135E-01 1.954E-02 9.030E-04 6.072E-02 1.594E-02 1.21E-12  3.14E-07  1.49E-05  2.05E-05  6.43E-10
   50   1.0049  9.78E-05 2.105E-08 2.141E-04 2.602E-13 2.088E-09 2.052E-04 1.389E-01 2.069E-02 1.078E-03 6.679E-02 1.990E-02 1.56E-12  4.57E-07  2.19E-05  2.95E-05  1.35E-09
   55   1.0054  9.78E-05 2.856E-08 2.341E-04 3.268E-13 2.503E-09 2.390E-04 1.671E-01 2.164E-02 1.344E-03 7.138E-02 2.447E-02 1.96E-12  6.36E-07  3.10E-05  4.10E-05  2.65E-09
   60   1.0059  9.78E-05 3.777E-08 2.522E-04 4.015E-13 2.945E-09 2.749E-04 1.981E-01 2.246E-02 1.577E-03 6.741E-02 2.936E-02 2.41E-12  8.41E-07  4.27E-05  5.52E-05  4.87E-09
   65   1.0064  9.78E-05 4.873E-08 2.742E-04 4.826E-13 3.412E-09 3.122E-04 2.314E-01 2.342E-02 1.793E-03 6.581E-02 3.413E-02 2.90E-12  1.10E-06  5.69E-05  7.18E-05  8.39E-09
   70   1.0069  9.78E-05 6.218E-08 2.959E-04 5.803E-13 3.907E-09 3.526E-04 2.674E-01 2.433E-02 1.901E-03 6.981E-02 3.947E-02 3.48E-12  1.44E-06  7.45E-05  9.16E-05  1.39E-08
   75   1.0073  9.78E-05 7.866E-08 3.195E-04 6.890E-13 4.435E-09 3.966E-04 3.062E-01 2.528E-02 1.989E-03 7.504E-02 4.573E-02 4.13E-12  1.93E-06  9.65E-05  1.16E-04  2.27E-08
   80   1.0078  9.77E-05 9.871E-08 3.436E-04 8.025E-13 5.001E-09 4.443E-04 3.479E-01 2.622E-02 2.085E-03 7.523E-02 5.367E-02 4.81E-12  2.64E-06  1.23E-04  1.45E-04  3.63E-08
   85   1.0083  9.77E-05 1.229E-07 3.642E-04 9.171E-13 5.602E-09 4.958E-04 3.925E-01 2.699E-02 2.223E-03 7.836E-02 6.338E-02 5.50E-12  3.46E-06  1.55E-04  1.81E-04  5.69E-08
   90   1.0088  9.76E-05 1.512E-07 3.829E-04 1.026E-12 6.232E-09 5.498E-04 4.400E-01 2.767E-02 2.502E-03 7.765E-02 7.395E-02 6.15E-12  4.32E-06  1.93E-04  2.23E-04  8.72E-08
   95   1.0093  9.76E-05 1.830E-07 4.160E-04 1.147E-12 6.876E-09 6.050E-04 4.900E-01 2.884E-02 2.763E-03 8.011E-02 8.376E-02 6.88E-12  5.24E-06  2.37E-04  2.71E-04  1.30E-07
  100   1.0098  9.75E-05 2.198E-07 4.358E-04 1.336E-12 7.529E-09 6.631E-04 5.429E-01 2.952E-02 2.958E-03 8.215E-02 9.467E-02 8.02E-12  6.53E-06  2.88E-04  3.27E-04  1.90E-07
  105   1.0103  9.75E-05 2.617E-07 4.488E-04 1.539E-12 8.204E-09 7.235E-04 5.988E-01 2.996E-02 3.241E-03 8.117E-02 1.051E-01 9.23E-12  8.23E-06  3.46E-04  3.92E-04  2.73E-07
  110   1.0108  9.74E-05 3.082E-07 4.695E-04 1.695E-12 8.914E-09 7.851E-04 6.571E-01 3.064E-02 3.621E-03 8.686E-02 1.133E-01 1.02E-11  1.01E-05  4.12E-04  4.64E-04  3.85E-07
  115   1.0112  9.73E-05 3.602E-07 4.933E-04 1.831E-12 9.654E-09 8.488E-04 7.180E-01 3.141E-02 4.026E-03 8.638E-02 1.196E-01 1.10E-11  1.22E-05  4.87E-04  5.45E-04  5.34E-07
  120   1.0117  9.73E-05 4.188E-07 5.186E-04 2.007E-12 1.042E-08 9.152E-04 7.815E-01 3.221E-02 4.339E-03 8.617E-02 1.261E-01 1.20E-11  1.53E-05  5.71E-04  6.38E-04  7.33E-07
