   1.00892889034003     
  0.00E+00  3.25E-13  1.30E-12  2.10E-12  4.64E-12  7.09E-12  9.19E-12  1.37E-11
  1.50E-11  2.44E-11  2.67E-11  3.01E-11  3.64E-11  4.41E-11  4.98E-11  5.12E-11
  6.36E-11  7.19E-11  7.93E-11  7.98E-11  9.40E-11  1.05E-10  1.10E-10  1.15E-10
  1.25E-10  1.40E-10  1.49E-10  1.53E-10  1.64E-10  1.73E-10  1.82E-10  1.95E-10
  1.96E-10  2.15E-10  2.25E-10  2.29E-10  2.45E-10  2.55E-10  2.67E-10  2.76E-10
  2.93E-10  3.08E-10  3.10E-10  3.32E-10  3.37E-10  3.61E-10  3.61E-10  3.73E-10
  4.00E-10  4.13E-10  4.28E-10  4.31E-10  4.61E-10  4.74E-10  4.86E-10  5.00E-10
  5.16E-10  5.35E-10  5.47E-10  5.61E-10  5.90E-10  5.91E-10  6.11E-10  6.15E-10
  6.43E-10  6.71E-10  6.69E-10  6.94E-10  6.97E-10  7.24E-10  7.26E-10  7.28E-10
  7.63E-10  7.61E-10  7.89E-10  7.78E-10  8.05E-10  8.09E-10  8.08E-10  8.22E-10
  8.26E-10  8.43E-10  8.45E-10  8.42E-10  8.42E-10  8.62E-10  8.56E-10  8.54E-10
  8.61E-10  8.64E-10  8.70E-10  8.56E-10  8.58E-10  8.57E-10  8.55E-10  8.42E-10
  8.48E-10  8.55E-10  8.56E-10  8.33E-10  8.38E-10  8.33E-10  8.27E-10  8.29E-10
  8.05E-10  8.25E-10  8.05E-10  8.05E-10  7.98E-10  8.01E-10  7.86E-10  7.75E-10
  7.80E-10  7.73E-10  7.70E-10  7.54E-10  7.59E-10  7.55E-10  7.38E-10  7.35E-10
  7.36E-10  7.25E-10  7.18E-10  7.12E-10  7.07E-10  7.10E-10  6.90E-10  6.87E-10
  6.84E-10  6.85E-10  6.76E-10  6.64E-10  6.67E-10  6.53E-10  6.54E-10  6.39E-10
  6.41E-10  6.38E-10  6.24E-10  6.20E-10  6.17E-10  6.11E-10  6.09E-10  5.95E-10
  5.95E-10  5.92E-10  5.86E-10  5.77E-10  5.75E-10  5.71E-10  5.63E-10  5.56E-10
  5.53E-10  5.52E-10  5.48E-10  5.36E-10  5.36E-10  5.31E-10  5.24E-10  5.19E-10
  5.17E-10  5.18E-10  5.05E-10  5.04E-10  4.94E-10  4.97E-10  4.85E-10  4.86E-10
  4.80E-10  4.74E-10  4.76E-10  4.64E-10  4.62E-10  4.59E-10  4.57E-10  4.47E-10
  4.48E-10  4.43E-10  4.40E-10  4.35E-10  4.32E-10  4.30E-10  4.22E-10  4.20E-10
  4.16E-10  4.14E-10  4.08E-10  4.06E-10  4.02E-10  3.99E-10  3.92E-10  3.93E-10
  3.89E-10  3.83E-10  3.82E-10  3.77E-10  3.75E-10  3.70E-10  3.67E-10  3.62E-10
  3.60E-10  3.57E-10  3.56E-10  3.49E-10  3.48E-10  3.47E-10  3.40E-10  3.40E-10
  3.36E-10  3.34E-10  3.29E-10  3.26E-10  3.24E-10  3.21E-10  3.19E-10  3.14E-10
  3.13E-10  3.10E-10  3.06E-10  3.04E-10  3.01E-10  3.00E-10  2.94E-10  2.93E-10
  2.90E-10  2.89E-10  2.86E-10  2.82E-10  2.81E-10  2.77E-10  2.75E-10  2.71E-10
  2.72E-10  2.68E-10  2.66E-10  2.61E-10  2.61E-10  2.58E-10  2.55E-10  2.54E-10
  2.50E-10  2.49E-10  2.46E-10  2.44E-10  2.42E-10  2.39E-10  2.37E-10  2.34E-10
  2.33E-10  2.31E-10  2.28E-10  2.26E-10  2.24E-10  2.21E-10  2.20E-10  2.17E-10
  2.17E-10  2.12E-10  2.11E-10  2.10E-10  2.07E-10  2.06E-10  2.03E-10  2.01E-10
  1.99E-10  1.98E-10  1.95E-10  1.93E-10  1.92E-10  1.91E-10  1.88E-10  1.86E-10
  1.84E-10  1.83E-10  1.81E-10  1.78E-10  1.77E-10  1.76E-10  1.73E-10  1.71E-10
  1.71E-10  1.68E-10  1.67E-10  1.65E-10  1.63E-10  1.62E-10  1.59E-10  1.58E-10
  1.56E-10  1.56E-10  1.53E-10  1.52E-10  1.50E-10  1.49E-10  1.47E-10  1.45E-10
  1.44E-10  1.43E-10  1.41E-10  1.40E-10  1.37E-10  1.37E-10  1.35E-10  1.34E-10
  1.32E-10  1.31E-10  1.30E-10  1.28E-10  1.26E-10  1.26E-10  1.24E-10  1.23E-10
  1.22E-10  1.20E-10  1.19E-10  1.17E-10  1.16E-10  1.14E-10  1.14E-10  1.12E-10
  1.11E-10  1.10E-10  1.09E-10  1.08E-10  1.06E-10  1.05E-10  1.04E-10  1.03E-10
  1.01E-10  1.01E-10  9.94E-11  9.82E-11  9.70E-11  9.61E-11  9.46E-11  9.38E-11
  9.27E-11  9.20E-11  9.09E-11  8.95E-11  8.86E-11  8.79E-11  8.66E-11  8.55E-11
  8.45E-11  8.40E-11  8.25E-11  8.16E-11  8.08E-11  8.01E-11  7.93E-11  7.74E-11
  7.77E-11  7.62E-11  7.57E-11  7.44E-11  7.36E-11  7.28E-11  7.17E-11  7.13E-11
  7.02E-11  6.98E-11  6.87E-11  6.80E-11  6.71E-11  6.65E-11  6.57E-11  6.48E-11
  6.41E-11  6.37E-11  6.27E-11  6.19E-11  6.12E-11  6.07E-11  5.99E-11  5.90E-11
  5.87E-11  5.80E-11  5.73E-11  5.66E-11  5.59E-11  5.56E-11  5.49E-11  5.41E-11
   1.01674693590030     
  0.00E+00  2.13E-12  8.56E-12  1.38E-11  3.04E-11  4.65E-11  6.03E-11  8.97E-11
  9.82E-11  1.60E-10  1.75E-10  1.97E-10  2.39E-10  2.89E-10  3.26E-10  3.36E-10
  4.17E-10  4.71E-10  5.19E-10  5.23E-10  6.16E-10  6.90E-10  7.17E-10  7.51E-10
  8.19E-10  9.15E-10  9.76E-10  9.98E-10  1.07E-09  1.13E-09  1.19E-09  1.27E-09
  1.28E-09  1.40E-09  1.47E-09  1.49E-09  1.60E-09  1.66E-09  1.74E-09  1.80E-09
  1.91E-09  2.00E-09  2.01E-09  2.15E-09  2.19E-09  2.34E-09  2.34E-09  2.42E-09
  2.59E-09  2.68E-09  2.77E-09  2.79E-09  2.98E-09  3.06E-09  3.14E-09  3.22E-09
  3.33E-09  3.45E-09  3.52E-09  3.61E-09  3.79E-09  3.80E-09  3.92E-09  3.94E-09
  4.12E-09  4.30E-09  4.28E-09  4.44E-09  4.46E-09  4.62E-09  4.63E-09  4.64E-09
  4.86E-09  4.84E-09  5.01E-09  4.94E-09  5.11E-09  5.13E-09  5.12E-09  5.21E-09
  5.22E-09  5.33E-09  5.33E-09  5.31E-09  5.31E-09  5.42E-09  5.38E-09  5.36E-09
  5.40E-09  5.41E-09  5.45E-09  5.35E-09  5.36E-09  5.35E-09  5.33E-09  5.24E-09
  5.27E-09  5.31E-09  5.31E-09  5.16E-09  5.19E-09  5.15E-09  5.10E-09  5.11E-09
  4.96E-09  5.07E-09  4.95E-09  4.94E-09  4.89E-09  4.90E-09  4.81E-09  4.73E-09
  4.75E-09  4.71E-09  4.68E-09  4.58E-09  4.60E-09  4.57E-09  4.46E-09  4.43E-09
  4.44E-09  4.36E-09  4.32E-09  4.27E-09  4.24E-09  4.25E-09  4.12E-09  4.09E-09
  4.07E-09  4.07E-09  4.01E-09  3.93E-09  3.95E-09  3.86E-09  3.85E-09  3.76E-09
  3.76E-09  3.74E-09  3.65E-09  3.62E-09  3.60E-09  3.56E-09  3.54E-09  3.45E-09
  3.45E-09  3.42E-09  3.38E-09  3.33E-09  3.31E-09  3.28E-09  3.22E-09  3.18E-09
  3.16E-09  3.14E-09  3.12E-09  3.04E-09  3.04E-09  3.00E-09  2.96E-09  2.92E-09
  2.91E-09  2.90E-09  2.83E-09  2.81E-09  2.75E-09  2.77E-09  2.69E-09  2.69E-09
  2.65E-09  2.62E-09  2.62E-09  2.55E-09  2.53E-09  2.51E-09  2.50E-09  2.43E-09
  2.43E-09  2.40E-09  2.38E-09  2.35E-09  2.32E-09  2.31E-09  2.26E-09  2.25E-09
  2.22E-09  2.20E-09  2.17E-09  2.15E-09  2.13E-09  2.10E-09  2.06E-09  2.06E-09
  2.03E-09  2.00E-09  1.99E-09  1.96E-09  1.94E-09  1.91E-09  1.89E-09  1.86E-09
  1.84E-09  1.82E-09  1.82E-09  1.78E-09  1.76E-09  1.76E-09  1.71E-09  1.71E-09
  1.69E-09  1.67E-09  1.64E-09  1.62E-09  1.61E-09  1.59E-09  1.57E-09  1.54E-09
  1.54E-09  1.52E-09  1.49E-09  1.48E-09  1.46E-09  1.45E-09  1.42E-09  1.41E-09
  1.39E-09  1.38E-09  1.36E-09  1.34E-09  1.33E-09  1.31E-09  1.30E-09  1.27E-09
  1.27E-09  1.25E-09  1.24E-09  1.21E-09  1.20E-09  1.19E-09  1.17E-09  1.16E-09
  1.14E-09  1.13E-09  1.11E-09  1.10E-09  1.09E-09  1.07E-09  1.06E-09  1.04E-09
  1.03E-09  1.02E-09  1.01E-09  9.95E-10  9.82E-10  9.67E-10  9.56E-10  9.41E-10
  9.37E-10  9.15E-10  9.06E-10  8.96E-10  8.83E-10  8.74E-10  8.60E-10  8.48E-10
  8.37E-10  8.28E-10  8.13E-10  8.02E-10  7.94E-10  7.85E-10  7.72E-10  7.59E-10
  7.50E-10  7.41E-10  7.31E-10  7.17E-10  7.10E-10  7.04E-10  6.90E-10  6.78E-10
  6.74E-10  6.61E-10  6.54E-10  6.43E-10  6.33E-10  6.25E-10  6.12E-10  6.07E-10
  5.97E-10  5.92E-10  5.81E-10  5.73E-10  5.65E-10  5.57E-10  5.49E-10  5.38E-10
  5.33E-10  5.25E-10  5.16E-10  5.10E-10  4.99E-10  4.95E-10  4.86E-10  4.80E-10
  4.72E-10  4.66E-10  4.58E-10  4.50E-10  4.43E-10  4.38E-10  4.31E-10  4.24E-10
  4.19E-10  4.09E-10  4.06E-10  3.98E-10  3.92E-10  3.84E-10  3.81E-10  3.73E-10
  3.67E-10  3.63E-10  3.56E-10  3.51E-10  3.45E-10  3.40E-10  3.34E-10  3.28E-10
  3.23E-10  3.18E-10  3.13E-10  3.07E-10  3.02E-10  2.98E-10  2.92E-10  2.88E-10
  2.83E-10  2.79E-10  2.75E-10  2.69E-10  2.65E-10  2.61E-10  2.56E-10  2.51E-10
  2.47E-10  2.44E-10  2.38E-10  2.35E-10  2.31E-10  2.28E-10  2.24E-10  2.17E-10
  2.17E-10  2.12E-10  2.09E-10  2.04E-10  2.01E-10  1.98E-10  1.93E-10  1.91E-10
  1.87E-10  1.85E-10  1.81E-10  1.78E-10  1.75E-10  1.72E-10  1.69E-10  1.66E-10
  1.63E-10  1.61E-10  1.57E-10  1.54E-10  1.52E-10  1.49E-10  1.47E-10  1.43E-10
  1.42E-10  1.39E-10  1.36E-10  1.34E-10  1.31E-10  1.30E-10  1.27E-10  1.25E-10
   1.02419912547339     
  0.00E+00  6.38E-12  2.57E-11  4.15E-11  9.13E-11  1.40E-10  1.81E-10  2.69E-10
  2.95E-10  4.80E-10  5.24E-10  5.91E-10  7.15E-10  8.66E-10  9.77E-10  1.01E-09
  1.25E-09  1.41E-09  1.55E-09  1.56E-09  1.84E-09  2.06E-09  2.14E-09  2.24E-09
  2.44E-09  2.73E-09  2.91E-09  2.98E-09  3.20E-09  3.36E-09  3.53E-09  3.79E-09
  3.80E-09  4.17E-09  4.35E-09  4.43E-09  4.74E-09  4.92E-09  5.15E-09  5.32E-09
  5.64E-09  5.92E-09  5.95E-09  6.36E-09  6.46E-09  6.90E-09  6.88E-09  7.12E-09
  7.61E-09  7.86E-09  8.11E-09  8.17E-09  8.72E-09  8.95E-09  9.16E-09  9.41E-09
  9.71E-09  1.00E-08  1.02E-08  1.05E-08  1.10E-08  1.10E-08  1.14E-08  1.14E-08
  1.19E-08  1.24E-08  1.24E-08  1.28E-08  1.28E-08  1.33E-08  1.33E-08  1.33E-08
  1.39E-08  1.38E-08  1.43E-08  1.41E-08  1.46E-08  1.46E-08  1.45E-08  1.48E-08
  1.48E-08  1.51E-08  1.51E-08  1.50E-08  1.49E-08  1.52E-08  1.51E-08  1.50E-08
  1.51E-08  1.51E-08  1.52E-08  1.49E-08  1.49E-08  1.48E-08  1.48E-08  1.45E-08
  1.45E-08  1.46E-08  1.46E-08  1.42E-08  1.42E-08  1.41E-08  1.39E-08  1.39E-08
  1.35E-08  1.38E-08  1.34E-08  1.33E-08  1.32E-08  1.32E-08  1.29E-08  1.27E-08
  1.27E-08  1.25E-08  1.24E-08  1.21E-08  1.22E-08  1.21E-08  1.17E-08  1.16E-08
  1.16E-08  1.14E-08  1.13E-08  1.11E-08  1.10E-08  1.10E-08  1.06E-08  1.06E-08
  1.05E-08  1.04E-08  1.02E-08  1.00E-08  1.00E-08  9.78E-09  9.75E-09  9.49E-09
  9.47E-09  9.38E-09  9.14E-09  9.04E-09  8.95E-09  8.82E-09  8.75E-09  8.51E-09
  8.48E-09  8.38E-09  8.26E-09  8.10E-09  8.04E-09  7.94E-09  7.78E-09  7.65E-09
  7.57E-09  7.51E-09  7.42E-09  7.23E-09  7.19E-09  7.09E-09  6.95E-09  6.85E-09
  6.79E-09  6.76E-09  6.55E-09  6.50E-09  6.34E-09  6.34E-09  6.16E-09  6.13E-09
  6.02E-09  5.92E-09  5.90E-09  5.72E-09  5.66E-09  5.59E-09  5.54E-09  5.38E-09
  5.36E-09  5.27E-09  5.19E-09  5.11E-09  5.04E-09  4.98E-09  4.86E-09  4.81E-09
  4.73E-09  4.68E-09  4.58E-09  4.52E-09  4.45E-09  4.39E-09  4.28E-09  4.26E-09
  4.19E-09  4.10E-09  4.06E-09  3.98E-09  3.93E-09  3.85E-09  3.79E-09  3.71E-09
  3.66E-09  3.60E-09  3.57E-09  3.48E-09  3.43E-09  3.40E-09  3.30E-09  3.28E-09
  3.22E-09  3.17E-09  3.11E-09  3.05E-09  3.01E-09  2.95E-09  2.91E-09  2.84E-09
  2.81E-09  2.76E-09  2.70E-09  2.67E-09  2.62E-09  2.58E-09  2.51E-09  2.48E-09
  2.43E-09  2.40E-09  2.36E-09  2.30E-09  2.27E-09  2.22E-09  2.19E-09  2.14E-09
  2.12E-09  2.07E-09  2.03E-09  1.98E-09  1.96E-09  1.92E-09  1.88E-09  1.85E-09
  1.81E-09  1.78E-09  1.74E-09  1.71E-09  1.68E-09  1.64E-09  1.61E-09  1.57E-09
  1.55E-09  1.52E-09  1.49E-09  1.46E-09  1.43E-09  1.40E-09  1.37E-09  1.34E-09
  1.32E-09  1.28E-09  1.26E-09  1.23E-09  1.21E-09  1.19E-09  1.16E-09  1.13E-09
  1.11E-09  1.09E-09  1.06E-09  1.03E-09  1.01E-09  9.95E-10  9.70E-10  9.45E-10
  9.26E-10  9.07E-10  8.85E-10  8.61E-10  8.44E-10  8.30E-10  8.05E-10  7.84E-10
  7.71E-10  7.48E-10  7.33E-10  7.13E-10  6.95E-10  6.80E-10  6.59E-10  6.46E-10
  6.29E-10  6.17E-10  5.99E-10  5.83E-10  5.69E-10  5.54E-10  5.40E-10  5.23E-10
  5.12E-10  4.99E-10  4.84E-10  4.72E-10  4.56E-10  4.47E-10  4.33E-10  4.22E-10
  4.09E-10  3.99E-10  3.87E-10  3.75E-10  3.64E-10  3.54E-10  3.44E-10  3.33E-10
  3.24E-10  3.12E-10  3.05E-10  2.94E-10  2.85E-10  2.75E-10  2.68E-10  2.58E-10
  2.50E-10  2.43E-10  2.33E-10  2.26E-10  2.18E-10  2.11E-10  2.04E-10  1.96E-10
  1.89E-10  1.83E-10  1.76E-10  1.69E-10  1.62E-10  1.56E-10  1.50E-10  1.44E-10
  1.39E-10  1.33E-10  1.28E-10  1.22E-10  1.17E-10  1.12E-10  1.07E-10  1.02E-10
  9.72E-11  9.31E-11  8.81E-11  8.39E-11  7.97E-11  7.58E-11  7.20E-11  6.72E-11
  6.44E-11  6.03E-11  5.70E-11  5.33E-11  5.00E-11  4.67E-11  4.34E-11  4.06E-11
  3.74E-11  3.47E-11  3.18E-11  2.91E-11  2.64E-11  2.40E-11  2.14E-11  1.90E-11
  1.66E-11  1.44E-11  1.22E-11  1.01E-11  8.10E-12  6.13E-12  4.21E-12  2.38E-12
  5.92E-13 -1.16E-12 -2.80E-12 -4.39E-12 -5.94E-12 -7.48E-12 -8.92E-12 -1.02E-11
   1.03160507627763     
  0.00E+00  1.41E-11  5.68E-11  9.19E-11  2.02E-10  3.09E-10  4.00E-10  5.95E-10
  6.51E-10  1.06E-09  1.16E-09  1.31E-09  1.58E-09  1.91E-09  2.16E-09  2.22E-09
  2.75E-09  3.11E-09  3.42E-09  3.44E-09  4.05E-09  4.54E-09  4.71E-09  4.93E-09
