,f,Omega
0,1e-06,0.004939402791084692
1,1.0046204213468131e-06,0.004871564599028862
2,1.0092621909870486e-06,0.00480465810564204
3,1.0139254075588142e-06,0.0047386705148382904
4,1.018610170155975e-06,0.00467358920627493
5,1.0233165783302448e-06,0.004609401732939091
6,1.0280447320933098e-06,0.004546095818767023
7,1.0327947319189523e-06,0.00448365935629629
8,1.0375666787451851e-06,0.004422080404350204
9,1.0423606739764008e-06,0.004361347185753946
10,1.0471768194855205e-06,0.004301448085082225
11,1.0520152176161592e-06,0.004242371646437808
12,1.056875971184805e-06,0.00418410657126041
13,1.061759183482999e-06,0.004126641716165956
14,1.0666649582795387e-06,0.00406996609081519
15,1.0715933998226714e-06,0.00401406885581193
16,1.0765446128423159e-06,0.0039589393206298585
17,1.0815187025522892e-06,0.003904566941567982
18,1.0865157746525372e-06,0.0038509413197340856
19,1.0915359353313913e-06,0.003798052199055853
20,1.09657929126781e-06,0.0037458894643195035
21,1.101645949633657e-06,0.0036944431392350687
22,1.1067360180959743e-06,0.003643703384528486
23,1.1118496048192698e-06,0.0035936604960597565
24,1.1169868184678223e-06,0.0035443049029669806
25,1.12214776820798e-06,0.00349562716583594
26,1.127332563710487e-06,0.0034476179748947687
27,1.1325413151528126e-06,0.003400268148233396
28,1.13777413322149e-06,0.0033535686300475128
29,1.1430311291144787e-06,0.0033075104889065247
30,1.1483124145435112e-06,0.0032620849160455143
31,1.1536181017364786e-06,0.003217283223680458
32,1.1589483034398115e-06,0.003173096843346657
33,1.1643031329208755e-06,0.003129517324260015
34,1.1696827039703847e-06,0.0030865363317007263
35,1.1750871309048077e-06,0.0030441456454193385
36,1.1805165285688057e-06,0.0030023371580645193
37,1.1859710123376708e-06,0.0029611028736325263
38,1.1914506981197747e-06,0.0029204349059379466
39,1.1969557023590428e-06,0.0028803254771053734
40,1.2024861420374122e-06,0.0028407669160819674
41,1.2080421346773291e-06,0.00280175165717026
42,1.213623798344242e-06,0.0027632722385812084
43,1.2192312516491094e-06,0.00272532130100713
44,1.2248646137509307e-06,0.0026878915862141115
45,1.2305240043592616e-06,0.002650975935653983
46,1.236209543736769e-06,0.0026145672890951193
47,1.2419213527017849e-06,0.0025786586832721842
48,1.2476595526308686e-06,0.0025432432505543908
49,1.2534242654613994e-06,0.002508314217631972
50,1.2592156136941506e-06,0.002473864904220863
51,1.2650337203959035e-06,0.0024398887217850058
52,1.2708787092020594e-06,0.0024063791722762876
53,1.2767507043192644e-06,0.002373329846891775
54,1.28264983052806e-06,0.0023407344248479486
55,1.2885762131855178e-06,0.002308586672171935
56,1.294529978227916e-06,0.0022768804405091415
57,1.3005112521734101e-06,0.002245609665947415
58,1.30652016212472e-06,0.0022147683678572947
59,1.3125568357718428e-06,0.00218435064774813
60,1.3186214013947485e-06,0.002154350688140068
61,1.3247139878661177e-06,0.0021247627514513834
62,1.330834724654076e-06,0.002095581178901159
63,1.3369837418249452e-06,0.0020668003894270285
64,1.3431611700460156e-06,0.0020384148786177316
65,1.3493671405883065e-06,0.002010419217660464
66,1.355601785329369e-06,0.001982808052302525
67,1.3618652367560827e-06,0.001955576101827323
68,1.3681576279674705e-06,0.0019287181580444292
69,1.3744790926775369e-06,0.0019022290842934458
70,1.3808297652180924e-06,0.001876103814461674
71,1.387209780541621e-06,0.0018503373520151435
72,1.3936192742241437e-06,0.0018249247690430319
73,1.4000583824680962e-06,0.0017998612053151926
74,1.4065272421052364e-06,0.0017751418673525676
75,1.4130259905995338e-06,0.0017507620275104873
76,1.4195547660501015e-06,0.0017267170230744516
77,1.4261137071941298e-06,0.001703002255368374
78,1.4327029534098294e-06,0.0016796131888750822
79,1.4393226447194066e-06,0.001656545350368837
80,1.4459729217920196e-06,0.0016337943280598836
81,1.4526539259467812e-06,0.0016113557707506329
82,1.4593657991557576e-06,0.0015892253870034862
83,1.4661086840469832e-06,0.0015673989443201032
84,1.4728827239075018e-06,0.0015458722683318736
85,1.4796880626863962e-06,0.0015246412420016127
86,1.4865248449978571e-06,0.0015037018048361282
87,1.493393216124253e-06,0.0014830499521096502
88,1.5002933220192168e-06,0.001462681734097903
89,1.5072253093107556e-06,0.0014425932553226968
90,1.5141893253043518e-06,0.0014227806738069384
91,1.5211855179861048e-06,0.0014032402003398073
92,1.5282140360258708e-06,0.0013839680977520688
93,1.5352750287804212e-06,0.0013649606802013318
94,1.5423686462966274e-06,0.0013462143124670892
95,1.5494950393146317e-06,0.00132772540925551
96,1.556654359271062e-06,0.001309490434513716
97,1.5638467583022478e-06,0.0012915059007535003
98,1.5710723892474488e-06,0.001273768368384344
99,1.5783314056521166e-06,0.001256274445055549
100,1.5856239617711372e-06,0.0012390207850074863
101,1.5929502125721232e-06,0.001222004088431678
102,1.6003103137387017e-06,0.0012052211008397023
103,1.6077044216738218e-06,0.0011886686124407686
104,1.6151326935030896e-06,0.0011723434575278073
105,1.6225952870780872e-06,0.0011562425138720571
106,1.6300923609797409e-06,0.0011403627021259
107,1.637624074521689e-06,0.001124700985233932
108,1.645190587753661e-06,0.0011092543678521236
109,1.6527920614648938e-06,0.0010940198957749194
110,1.6604286571875298e-06,0.0010789946553702804
111,1.6681005372000591e-06,0.001064175773022413
112,1.6758078645307687e-06,0.0010495604145821817
113,1.6835508029612006e-06,0.001035145784825082
114,1.6913295170296468e-06,0.0010209291269166136
115,1.699144172034626e-06,0.0010069077218850659
116,1.7069949340384078e-06,0.000993078888101479
117,1.714881969870541e-06,0.0009794399807667776
118,1.7228054471313924e-06,0.0009659883914059532
119,1.730765534195724e-06,0.0009527215473691539
120,1.7387624002162502e-06,0.0009396369113397031
121,1.7467962151272456e-06,0.0009267319808487893
122,1.7548671496481518e-06,0.0009140042877968799
123,1.762975375287204e-06,0.0009014513979816851
124,1.771121064345087e-06,0.0008890709106325914
125,1.7793043899185776e-06,0.0008768604579515359
126,1.7875255259042354e-06,0.0008648177046601358
127,1.795784647002097e-06,0.0008529403475530598
128,1.804081928719381e-06,0.0008412261150575442
129,1.812417547374236e-06,0.0008296727667989186
130,1.8207916800994625e-06,0.0008182780931721648
131,1.8292045048462937e-06,0.0008070399149192921
132,1.8376562003881725e-06,0.0007959560827125603
133,1.8461469463245456e-06,0.0007850244767434148
134,1.8546769230846974e-06,0.0007742430063170426
135,1.86324631193156e-06,0.0007636096094525548
136,1.8718552949655795e-06,0.0007531222524886027
137,1.8805040551285839e-06,0.0007427789296944392
138,1.8891927762076644e-06,0.0007325776628863168
139,1.8979216428390994e-06,0.00072251650104914
140,1.906690840512252e-06,0.0007125935199633498
141,1.9155005555735283e-06,0.000702806821836893
142,1.9243509752303327e-06,0.0006931545349422698
143,1.933242287555043e-06,0.000683634813258561
144,1.9421746814890245e-06,0.00067424583611835
145,1.9511483468466163e-06,0.0006649858078595478
146,1.960163474319186e-06,0.0006558529574819395
147,1.9692202554791733e-06,0.0006468455383084882
148,1.9783188827841618e-06,0.0006379618276512708
149,1.9874595495809813e-06,0.0006292001264819999
150,1.996642450109793e-06,0.0006205587591070993
151,2.005867779508234e-06,0.0006120360728472052
152,2.015135733815559e-06,0.0006036304377210933
153,2.024446509976802e-06,0.0005953402461339369
154,2.03380030584698e-06,0.0005871639125698373
155,2.04319732019527e-06,0.000579099873288613
156,2.052637752709252e-06,0.000571146586026708
157,2.0621218039991445e-06,0.0005633025297022366
158,2.071649675602067e-06,0.000555566204124076
159,2.0812215699863367e-06,0.0005479361297049307
160,2.09083769055575e-06,0.0005404108471783798
161,2.1004982416539157e-06,0.0005329889173197743
162,2.110203428568597e-06,0.0005256689206709831
163,2.119953457536069e-06,0.0005184494572689165
164,2.1297485357455187e-06,0.0005113291463777717
165,2.1395888713434217e-06,0.0005043066262249773
166,2.149474673437981e-06,0.0004973805537407367
167,2.1594061521035675e-06,0.0004905496043011673
168,2.169383518385182e-06,0.0004838124714749619
169,2.1794069843029542e-06,0.0004771678667735172
170,2.1894767628566207e-06,0.0004706145194045269
171,2.1995930680300747e-06,0.00046415117602892337
172,2.2097561147959038e-06,0.00045777660052117366
173,2.219966119119957e-06,0.0004514895737328735
174,2.2302232979659364e-06,0.0004452888932595735
175,2.2405278693000184e-06,0.0004391733732108118
176,2.250880052095462e-06,0.0004331418439833228
177,2.2612800663372794e-06,0.0004271931520373342
178,2.2717281330269074e-06,0.00042132615967595277
179,2.2822244741868957e-06,0.00041553974482757807
180,2.2927693128656486e-06,0.00040983280083128974
181,2.3033628731421314e-06,0.0004042042362252154
182,2.3140053801306546e-06,0.0003986529745377702
183,2.3246970599856503e-06,0.00039317795408178247
184,2.335438139906477e-06,0.00038777812775144183
185,2.3462288481422627e-06,0.000382452462822032
186,2.357069413996728e-06,0.0003771999407524293
187,2.367960067833078e-06,0.00037201955699029386
188,2.378901041078896e-06,0.00036691032077994907
189,2.3898925662310483e-06,0.0003618712549728986
190,2.4009348768606516e-06,0.0003569013958409333
191,2.412028207618007e-06,0.0003519997928918283
192,2.4231727942376005e-06,0.0003471655086875504
193,2.434368873543113e-06,0.0003423976186649712
194,2.445616683452444e-06,0.00033769521095904347
195,2.4569164629827902e-06,0.0003330573862283944
196,2.4682684522556926e-06,0.00032848325748333914
197,2.4796728925021598e-06,0.0003239719499162285
198,2.491130026067791e-06,0.0003195226007341451
199,2.502640096417917e-06,0.00031513435899388877
200,2.5142033481427965e-06,0.00031080638543922893
201,2.5258200269627847e-06,0.0003065378523403994
202,2.537490379733572e-06,0.00030232794333578803
203,2.549214654451426e-06,0.0002981758532758065
204,2.560993100258457e-06,0.00029408078806890365
205,2.5728259674479322e-06,0.00029004196452968653
206,2.584713507469564e-06,0.0002860586102291427
207,2.5966559729348724e-06,0.000282129963346905
208,2.60865361762255e-06,0.00027825527252555246
209,2.6207066964838497e-06,0.00027443379672691077
210,2.63281546564802e-06,0.00027066480509032177
211,2.64498018242772e-06,0.00026694757679287243
212,2.657201105324506e-06,0.00026328140091152845
213,2.669478494034324e-06,0.00025966557628716926
214,2.6818126094530133e-06,0.0002560994113904931
215,2.6942037136818816e-06,0.0002525822241897496
216,2.706652070033241e-06,0.0002491133420203099
217,2.719157943036019e-06,0.00024569210145601253
218,2.7317215984413794e-06,0.00024231784818228027
219,2.744343303228363e-06,0.0002389899368709831
220,2.7570233256095828e-06,0.00023570773105701073
221,2.7697619350368906e-06,0.0002324706030165551
222,2.782559402207126e-06,0.0002292779336470501
223,2.7954159990678597e-06,0.00022612911234876906
224,2.8083319988231696e-06,0.0002230235369080452
225,2.8213076759394713e-06,0.00021996061338209075
226,2.8343433061513088e-06,0.00021693975598541343
227,2.847439166467248e-06,0.0002139603869777749
228,2.860595535175745e-06,0.0002110219365537006
229,2.873812691851064e-06,0.00020812384273350052
230,2.887090917359234e-06,0.0002052655512557865
231,2.900430493863992e-06,0.00020244651547147289
232,2.913831704832789e-06,0.0001996661962392252
233,2.9272948350428187e-06,0.00019692406182234836
234,2.9408201705870607e-06,0.0001942195877870897
