 -0.885000000000000     
  0.000000E+00 -3.074805-102 -1.562161-102  9.915702-102  2.730447-101  2.027229-101  5.725222-101  6.162590-101
  1.299012E-94  1.340833E-94  1.384426E-94  1.397148E-94  1.433232E-94  1.486304E-94  1.510268E-94  1.542685E-94
  1.541805E-94  1.631541E-94  1.636467E-94  1.683464E-94  1.727203E-94  1.766161E-94  1.787395E-94  1.807949E-94
  1.861172E-94  1.898917E-94  1.942375E-94  1.957929E-94  2.036658E-94  2.073509E-94  2.069213E-94  2.118595E-94
  2.172180E-94  2.213838E-94  2.237939E-94  2.283770E-94  2.309956E-94  2.370170E-94  2.388191E-94  2.420792E-94
  2.462301E-94  2.521908E-94  2.563092E-94  2.562714E-94  2.639539E-94  2.639360E-94  2.696376E-94  2.711984E-94
  2.776999E-94  2.827574E-94  2.832568E-94  2.851469E-94  2.905007E-94  2.962216E-94  3.025611E-94  2.981924E-94
  3.054001E-94  3.103500E-94  3.122296E-94  3.142370E-94  3.185207E-94  3.226651E-94  3.240625E-94  3.265815E-94
  3.310767E-94  3.351567E-94  3.380279E-94  3.374350E-94  3.441652E-94  3.455029E-94  3.470799E-94  3.488503E-94
  3.536709E-94  3.588429E-94  3.550666E-94  3.608999E-94  3.593393E-94  3.664152E-94  3.615805E-94  3.676493E-94
  3.675082E-94  3.693601E-94  3.745662E-94  3.714483E-94  3.729245E-94  3.744965E-94  3.776922E-94  3.761400E-94
  3.788219E-94  3.790435E-94  3.818156E-94  3.795471E-94  3.808884E-94  3.832358E-94  3.809728E-94  3.838730E-94
  3.821933E-94  3.852373E-94  3.839284E-94  3.818244E-94  3.851131E-94  3.815045E-94  3.779115E-94  3.803525E-94
  3.795908E-94  3.788496E-94  3.789242E-94  3.770193E-94  3.777774E-94  3.762983E-94  3.755803E-94  3.719673E-94
  3.711391E-94  3.704118E-94  3.684879E-94  3.662352E-94  3.642115E-94  3.644214E-94  3.577610E-94  3.582140E-94
  3.571524E-94  3.550753E-94  3.526376E-94  3.476722E-94  3.452310E-94  3.432973E-94  3.409701E-94  3.356450E-94
  3.344531E-94  3.305946E-94  3.263077E-94  3.235895E-94  3.192729E-94  3.187963E-94  3.117343E-94  3.089714E-94
  3.048833E-94  3.034546E-94  2.982260E-94  2.922859E-94  2.898055E-94  2.852642E-94  2.809018E-94  2.745979E-94
  2.728322E-94  2.674536E-94  2.633175E-94  2.559311E-94  2.529032E-94  2.467152E-94  2.417428E-94  2.380550E-94
  2.319087E-94  2.272846E-94  2.224503E-94  2.162060E-94  2.118327E-94  2.067319E-94  2.010070E-94  1.952773E-94
  1.902626E-94  1.837988E-94  1.784257E-94  1.729131E-94  1.680275E-94  1.624684E-94  1.563986E-94  1.497677E-94
 -0.865000000000000     
  0.000000E+00 -3.307970E-96 -2.999728E-96  6.766484E-96  2.538388E-95  1.318558E-95  4.818340E-95  4.906918E-95
  4.471442E-95  1.128312E-94  1.041290E-94  8.945710E-95  1.459986E-94  2.905187E-94  3.606696E-94  3.897286E-94
  5.791825E-94  6.763312E-94  8.040202E-94  9.193730E-94  1.043620E-93  1.230024E-93  1.437422E-93  1.647300E-93
  1.721768E-93  1.986479E-93  2.371786E-93  2.519234E-93  2.916026E-93  3.125734E-93  3.489172E-93  3.703737E-93
  4.120359E-93  4.549448E-93  5.049287E-93  5.230458E-93  5.819343E-93  6.195870E-93  6.755216E-93  7.157154E-93
  7.936154E-93  8.350676E-93  8.822132E-93  9.223193E-93  9.878767E-93  1.098634E-92  1.121665E-92  1.234660E-92
  1.309145E-92  1.393408E-92  1.456201E-92  1.526549E-92  1.614577E-92  1.728945E-92  1.794210E-92  1.878019E-92
  1.983513E-92  2.100643E-92  2.152374E-92  2.285163E-92  2.409018E-92  2.513713E-92  2.649703E-92  2.679331E-92
  2.813935E-92  3.050823E-92  3.073346E-92  3.240536E-92  3.328890E-92  3.543825E-92  3.610741E-92  3.706057E-92
  3.914294E-92  3.983703E-92  4.228369E-92  4.298769E-92  4.481530E-92  4.677445E-92  4.740031E-92  4.941181E-92
  5.087068E-92  5.326088E-92  5.426037E-92  5.607483E-92  5.717662E-92  5.951695E-92  6.163180E-92  6.220254E-92
  6.512374E-92  6.697826E-92  6.854368E-92  6.986636E-92  7.237132E-92  7.402019E-92  7.563120E-92  7.731316E-92
  7.944758E-92  8.196563E-92  8.456250E-92  8.524012E-92  8.743594E-92  9.066551E-92  9.202449E-92  9.406610E-92
  9.389447E-92  9.937951E-92  9.950852E-92  1.023874E-91  1.049408E-91  1.072386E-91  1.085095E-91  1.096690E-91
  1.129871E-91  1.150576E-91  1.176410E-91  1.185331E-91  1.232745E-91  1.255066E-91  1.251771E-91  1.280977E-91
  1.312809E-91  1.337310E-91  1.351627E-91  1.378584E-91  1.395377E-91  1.431462E-91  1.440655E-91  1.461174E-91
  1.483948E-91  1.519006E-91  1.545492E-91  1.544763E-91  1.590179E-91  1.590470E-91  1.624630E-91  1.633410E-91
  1.672293E-91  1.702793E-91  1.705285E-91  1.717421E-91  1.747971E-91  1.783850E-91  1.820854E-91  1.794597E-91
  1.838534E-91  1.869172E-91  1.880772E-91  1.893606E-91  1.918209E-91  1.944557E-91  1.952336E-91  1.968280E-91
  1.995361E-91  2.021781E-91  2.039383E-91  2.036143E-91  2.077601E-91  2.087295E-91  2.097836E-91  2.109313E-91
  2.139369E-91  2.172165E-91  2.150980E-91  2.187971E-91  2.179736E-91  2.223989E-91  2.196539E-91  2.234942E-91
  2.236199E-91  2.248513E-91  2.281512E-91  2.265366E-91  2.275896E-91  2.287745E-91  2.309595E-91  2.300925E-91
  2.319277E-91  2.324116E-91  2.341313E-91  2.329617E-91  2.339519E-91  2.355942E-91  2.344087E-91  2.364014E-91
  2.357020E-91  2.376811E-91  2.370124E-91  2.359686E-91  2.381085E-91  2.361318E-91  2.341873E-91  2.358611E-91
  2.355062E-91  2.352088E-91  2.355041E-91  2.344762E-91  2.351321E-91  2.343310E-91  2.340739E-91  2.319595E-91
  2.315921E-91  2.313236E-91  2.302604E-91  2.289928E-91  2.279107E-91  2.282025E-91  2.241185E-91  2.245286E-91
  2.239944E-91  2.228524E-91  2.214035E-91  2.184089E-91  2.169555E-91  2.158557E-91  2.144774E-91  2.111893E-91
  2.105044E-91  2.081655E-91  2.055169E-91  2.038947E-91  2.012126E-91  2.009786E-91  1.965727E-91  1.948824E-91
  1.923087E-91  1.914221E-91  1.881588E-91  1.844007E-91  1.828572E-91  1.799989E-91  1.772519E-91  1.732649E-91
  1.721202E-91  1.687199E-91  1.660983E-91  1.614189E-91  1.594744E-91  1.555408E-91  1.523652E-91  1.500009E-91
  1.460796E-91  1.431089E-91  1.400169E-91  1.360147E-91  1.331998E-91  1.299270E-91  1.262712E-91  1.225939E-91
  1.193736E-91  1.152363E-91  1.117876E-91  1.082457E-91  1.051146E-91  1.015508E-91  9.767001E-92  9.343678E-92
 -0.855000000000000     
  0.000000E+00 -1.392134E-93 -1.385078E-93  2.764281E-93  1.046564E-92  5.475473E-93  2.015264E-92  2.046894E-92
  1.815658E-92  4.697217E-92  2.766539E-92  5.158230E-92  7.229339E-92  1.192345E-91  1.484794E-91  1.582264E-91
  2.374001E-91  2.763554E-91  3.276055E-91  3.780373E-91  4.286349E-91  5.006174E-91  5.900310E-91  6.765947E-91
  7.018459E-91  8.091673E-91  9.653400E-91  1.028906E-90  1.189565E-90  1.272527E-90  1.420553E-90  1.507426E-90
  1.677004E-90  1.847432E-90  2.052087E-90  2.126779E-90  2.366356E-90  2.517047E-90  2.745071E-90  2.906062E-90
  3.220856E-90  3.385208E-90  3.570971E-90  3.736346E-90  4.004822E-90  4.449876E-90  4.535560E-90  4.988305E-90
  5.291944E-90  5.629890E-90  5.878756E-90  6.163635E-90  6.503634E-90  6.959223E-90  7.221798E-90  7.552255E-90
  7.974816E-90  8.432786E-90  8.642125E-90  9.168466E-90  9.666113E-90  1.006371E-89  1.060247E-89  1.072179E-89
  1.124578E-89  1.218579E-89  1.227973E-89  1.291018E-89  1.327388E-89  1.411257E-89  1.436390E-89  1.473305E-89
  1.553773E-89  1.581795E-89  1.679569E-89  1.703964E-89  1.775768E-89  1.850098E-89  1.872564E-89  1.952412E-89
  2.009173E-89  2.101981E-89  2.139216E-89  2.209462E-89  2.250839E-89  2.342024E-89  2.423507E-89  2.441632E-89
  2.554076E-89  2.627409E-89  2.684493E-89  2.735404E-89  2.832772E-89  2.893638E-89  2.955786E-89  3.017928E-89
  3.099719E-89  3.195927E-89  3.294041E-89  3.316982E-89  3.401554E-89  3.525053E-89  3.574120E-89  3.653717E-89
  3.643157E-89  3.855274E-89  3.854287E-89  3.964632E-89  4.059739E-89  4.145495E-89  4.192858E-89  4.234144E-89
  4.363262E-89  4.436298E-89  4.533290E-89  4.564159E-89  4.745204E-89  4.829263E-89  4.813050E-89  4.921851E-89
  5.041856E-89  5.133078E-89  5.185442E-89  5.285313E-89  5.350408E-89  5.487371E-89  5.515731E-89  5.595566E-89
  5.674898E-89  5.805695E-89  5.908990E-89  5.903833E-89  6.073433E-89  6.074503E-89  6.203117E-89  6.231915E-89
  6.378559E-89  6.493724E-89  6.500664E-89  6.547295E-89  6.657637E-89  6.795917E-89  6.931971E-89  6.830821E-89
  6.997572E-89  7.115369E-89  7.157186E-89  7.207052E-89  7.294911E-89  7.397144E-89  7.423163E-89  7.482540E-89
  7.584577E-89  7.687080E-89  7.753357E-89  7.739086E-89  7.895590E-89  7.935969E-89  7.975133E-89  8.018612E-89
  8.132888E-89  8.259209E-89  8.180551E-89  8.322141E-89  8.291937E-89  8.459895E-89  8.357887E-89  8.505941E-89
  8.514199E-89  8.560178E-89  8.686467E-89  8.629213E-89  8.670923E-89  8.718089E-89  8.804606E-89  8.770493E-89
  8.842323E-89  8.866828E-89  8.928736E-89  8.887955E-89  8.926219E-89  8.990557E-89  8.947600E-89  9.025588E-89
  9.004631E-89  9.079118E-89  9.053199E-89  9.016855E-89  9.096973E-89  9.024797E-89  8.954366E-89  9.018515E-89
  9.003959E-89  8.993472E-89  9.008210E-89  8.968071E-89  8.994150E-89  8.962261E-89  8.953183E-89  8.871634E-89
  8.857889E-89  8.847998E-89  8.806580E-89  8.757894E-89  8.716997E-89  8.727666E-89  8.568741E-89  8.583965E-89
  8.561776E-89  8.518505E-89  8.460052E-89  8.344657E-89  8.286092E-89  8.242268E-89  8.187501E-89  8.057759E-89
  8.029420E-89  7.937713E-89  7.833490E-89  7.768493E-89  7.662860E-89  7.650758E-89  7.480163E-89  7.411827E-89
  7.308655E-89  7.270408E-89  7.142780E-89  6.994237E-89  6.932019E-89  6.818769E-89  6.709867E-89  6.553782E-89
  6.504683E-89  6.371290E-89  6.266755E-89  6.085090E-89  6.005970E-89  5.852221E-89  5.726857E-89  5.632314E-89
  5.479212E-89  5.361472E-89  5.239899E-89  5.083177E-89  4.971568E-89  4.843270E-89  4.701019E-89  4.557372E-89
  4.431541E-89  4.271268E-89  4.136941E-89  3.998945E-89  3.877346E-89  3.739263E-89  3.589870E-89  3.427586E-89
 -0.845000000000000     
  0.000000E+00 -3.704094E-91 -4.063861E-91  7.772660E-91  2.739004E-90  1.545156E-90  5.461882E-90  5.578052E-90
  4.923445E-90  1.058105E-89  5.332845E-90  1.942240E-89  1.968653E-89  3.196563E-89  4.047316E-89  4.231156E-89
  6.425278E-89  7.475080E-89  8.846475E-89  1.029628E-88  1.163647E-88  1.349611E-88  1.600324E-88  1.833265E-88
  1.893703E-88  2.185850E-88  2.602774E-88  2.781143E-88  3.211408E-88  3.424704E-88  3.827499E-88  4.061717E-88
  4.518441E-88  4.969788E-88  5.518132E-88  5.726353E-88  6.371427E-88  6.774043E-88  7.392535E-88  7.814555E-88
  8.644037E-88  9.089223E-88  9.578041E-88  1.003250E-87  1.075368E-87  1.194038E-87  1.215259E-87  1.336220E-87
  1.417531E-87  1.507028E-87  1.572596E-87  1.649095E-87  1.737397E-87  1.857589E-87  1.927240E-87  2.013243E-87
  2.125741E-87  2.245012E-87  2.300969E-87  2.440160E-87  2.571137E-87  2.673074E-87  2.814276E-87  2.845891E-87
  2.981871E-87  3.228262E-87  3.253792E-87  3.412249E-87  3.509513E-87  3.728415E-87  3.791708E-87  3.885938E-87
  4.091965E-87  4.166760E-87  4.424137E-87  4.482338E-87  4.666532E-87  4.856837E-87  4.907909E-87  5.118648E-87
  5.264758E-87  5.502769E-87  5.594092E-87  5.773786E-87  5.879140E-87  6.112409E-87  6.321595E-87  6.359241E-87
  6.643584E-87  6.835180E-87  6.974486E-87  7.101984E-87  7.351241E-87  7.502770E-87  7.658524E-87  7.810795E-87
  8.018069E-87  8.260377E-87  8.505476E-87  8.558579E-87  8.773394E-87  9.083257E-87  9.200865E-87  9.402204E-87
  9.366252E-87  9.908085E-87  9.891509E-87  1.016805E-86  1.040351E-86  1.061484E-86  1.073005E-86  1.082697E-86
  1.115432E-86  1.132754E-86  1.156781E-86  1.163508E-86  1.209222E-86  1.229821E-86  1.224611E-86  1.251307E-86
  1.281256E-86  1.303620E-86  1.315980E-86  1.340340E-86  1.356359E-86  1.390683E-86  1.396146E-86  1.416212E-86
  1.434616E-86  1.466893E-86  1.492592E-86  1.490686E-86  1.532351E-86  1.532403E-86  1.564126E-86  1.569686E-86
  1.606102E-86  1.634541E-86  1.635626E-86  1.646853E-86  1.673150E-86  1.707579E-86  1.740529E-86  1.714495E-86
  1.755678E-86  1.785142E-86  1.794315E-86  1.806720E-86  1.827178E-86  1.852574E-86  1.858007E-86  1.871651E-86
  1.896871E-86  1.921994E-86  1.938120E-86  1.933395E-86  1.971448E-86  1.981889E-86  1.990555E-86  2.000753E-86
  2.028676E-86  2.059804E-86  2.039810E-86  2.074328E-86  2.066392E-86  2.107137E-86  2.081307E-86  2.118007E-86
  2.120130E-86  2.130362E-86  2.161120E-86  2.146622E-86  2.156572E-86  2.167488E-86  2.188700E-86  2.179189E-86
  2.196379E-86  2.202485E-86  2.216092E-86  2.206006E-86  2.214394E-86  2.229595E-86  2.218375E-86  2.236948E-86
  2.231692E-86  2.248872E-86  2.241212E-86  2.231738E-86  2.249976E-86  2.231624E-86  2.213715E-86  2.228343E-86
  2.223333E-86  2.219849E-86  2.223045E-86  2.211442E-86  2.216809E-86  2.207413E-86  2.203973E-86  2.182419E-86
  2.177935E-86  2.174146E-86  2.162442E-86  2.149224E-86  2.137846E-86  2.138881E-86  2.097917E-86  2.100387E-86
  2.092989E-86  2.081219E-86  2.064803E-86  2.035138E-86  2.018749E-86  2.006217E-86  1.991157E-86  1.957073E-86
  1.948604E-86  1.924408E-86  1.897180E-86  1.879193E-86  1.851680E-86  1.846682E-86  1.803754E-86  1.784927E-86
  1.757546E-86  1.746098E-86  1.713425E-86  1.675116E-86  1.658287E-86  1.628859E-86  1.600525E-86  1.560957E-86
  1.546826E-86  1.512882E-86  1.485581E-86  1.440295E-86  1.419168E-86  1.380525E-86  1.348572E-86  1.324019E-86
  1.285725E-86  1.255677E-86  1.224977E-86  1.185756E-86  1.157316E-86  1.125185E-86  1.089878E-86  1.054157E-86
  1.022864E-86  9.835175E-87  9.502976E-87  9.161913E-87  8.862536E-87  8.524069E-87  8.161457E-87  7.769979E-87
 -0.835000000000000     
  0.000000E+00 -6.526507E-89 -8.060317E-89  1.539976E-88  4.748128E-88  3.054159E-88  9.978360E-88  1.031509E-87
  9.179977E-88  1.348752E-87  1.843127E-87  3.694638E-87  3.635561E-87  5.857526E-87  7.555500E-87  7.715565E-87
  1.189279E-86  1.385911E-86  1.639022E-86  1.921552E-86  2.163120E-86  2.494128E-86  2.970208E-86  3.393666E-86
  3.499838E-86  4.049930E-86  4.810082E-86  5.149852E-86  5.938997E-86  6.305915E-86  7.064540E-86  7.496281E-86
  8.340824E-86  9.163305E-86  1.015929E-85  1.056377E-85  1.175587E-85  1.249824E-85  1.365038E-85  1.439755E-85
  1.587880E-85  1.672441E-85  1.760996E-85  1.847241E-85  1.978918E-85  2.196245E-85  2.231982E-85  2.454958E-85
  2.603209E-85  2.765448E-85  2.883995E-85  3.024863E-85  3.184591E-85  3.401692E-85  3.527727E-85  3.680574E-85
  3.886995E-85  4.099681E-85  4.202591E-85  4.456276E-85  4.690774E-85  4.873316E-85  5.126219E-85  5.183306E-85
  5.425664E-85  5.868555E-85  5.915462E-85  6.190262E-85  6.365679E-85  6.760906E-85  6.871098E-85  7.035357E-85
  7.397397E-85  7.533975E-85  7.997018E-85  8.096049E-85  8.416488E-85  8.755535E-85  8.830221E-85  9.213329E-85
  9.471876E-85  9.889554E-85  1.004204E-84  1.035727E-84  1.054525E-84  1.095138E-84  1.132221E-84  1.137466E-84
  1.186495E-84  1.220778E-84  1.244374E-84  1.265891E-84  1.309591E-84  1.335927E-84  1.362233E-84  1.387861E-84
  1.423986E-84  1.465634E-84  1.507609E-84  1.516500E-84  1.553894E-84  1.606828E-84  1.626276E-84  1.660692E-84
  1.652999E-84  1.747877E-84  1.742722E-84  1.789790E-84  1.829954E-84  1.865758E-84  1.884796E-84  1.900396E-84
  1.956621E-84  1.985334E-84  2.026142E-84  2.035675E-84  2.114930E-84  2.149108E-84  2.137963E-84  2.182851E-84
  2.234259E-84  2.271714E-84  2.291331E-84  2.332114E-84  2.358182E-84  2.417201E-84  2.423851E-84  2.457888E-84
  2.487559E-84  2.542259E-84  2.584897E-84  2.580750E-84  2.650692E-84  2.650319E-84  2.703636E-84  2.709650E-84
  2.771582E-84  2.819449E-84  2.820350E-84  2.838002E-84  2.881033E-84  2.938872E-84  2.993660E-84  2.947372E-84
  3.016243E-84  3.066306E-84  3.078854E-84  3.099602E-84  3.132074E-84  3.174293E-84  3.181567E-84  3.201570E-84
  3.244303E-84  3.284935E-84  3.311496E-84  3.300617E-84  3.362855E-84  3.380652E-84  3.392415E-84  3.407871E-84
  3.453767E-84  3.505076E-84  3.469347E-84  3.525449E-84  3.510435E-84  3.576428E-84  3.530427E-84  3.591644E-84
  3.594507E-84  3.608369E-84  3.658227E-84  3.631443E-84  3.646471E-84  3.661740E-84  3.695608E-84  3.676762E-84
  3.703133E-84  3.711319E-84  3.730120E-84  3.711954E-84  3.722376E-84  3.745040E-84  3.723607E-84  3.751701E-84
  3.740572E-84  3.765780E-84  3.749276E-84  3.730604E-84  3.756657E-84  3.723258E-84  3.690361E-84  3.710785E-84
  3.698288E-84  3.689306E-84  3.691930E-84  3.667501E-84  3.672625E-84  3.652657E-84  3.642853E-84  3.602693E-84
  3.591586E-84  3.580922E-84  3.556976E-84  3.531209E-84  3.507945E-84  3.504768E-84  3.432193E-84  3.432373E-84
  3.414579E-84  3.391337E-84  3.358887E-84  3.306127E-84  3.273906E-84  3.248287E-84  3.219118E-84  3.157470E-84
  3.139503E-84  3.095230E-84  3.046316E-84  3.011493E-84  2.962343E-84  2.948866E-84  2.875762E-84  2.839727E-84
  2.790039E-84  2.766394E-84  2.709557E-84  2.642662E-84  2.611265E-84  2.559352E-84  2.509261E-84  2.441730E-84
  2.414084E-84  2.355873E-84  2.307600E-84  2.232107E-84  2.193982E-84  2.129080E-84  2.074504E-84  2.031653E-84
  1.967824E-84  1.916623E-84  1.864942E-84  1.799764E-84  1.751499E-84  1.698093E-84  1.639997E-84  1.581269E-84
  1.529817E-84  1.466182E-84  1.412000E-84  1.356473E-84  1.307946E-84  1.253422E-84  1.195756E-84  1.133973E-84
 -0.825000000000000     
  0.000000E+00 -7.905495E-87 -1.128401E-86  2.199670E-86  5.676421E-86  4.369314E-86  1.277860E-85  1.344201E-85
  1.131368E-85  1.517636E-85  2.684412E-85  4.831963E-85  4.796759E-85  7.620102E-85  1.001123E-84  9.968463E-85
  1.562458E-84  1.827697E-84  2.161276E-84  2.545321E-84  2.856864E-84  3.277051E-84  3.912700E-84  4.450855E-84
  4.594411E-84  5.335793E-84  6.314975E-84  6.773027E-84  7.801488E-84  8.237298E-84  9.261257E-84  9.824245E-84
  1.093466E-83  1.200251E-83  1.327416E-83  1.383982E-83  1.540585E-83  1.638499E-83  1.790777E-83  1.883281E-83
  2.069558E-83  2.185455E-83  2.299554E-83  2.416620E-83  2.585932E-83  2.868957E-83  2.910901E-83  3.204005E-83
  3.395310E-83  3.603950E-83  3.755837E-83  3.940002E-83  4.148319E-83  4.425886E-83  4.587036E-83  4.779360E-83
  5.049195E-83  5.317361E-83  5.452366E-83  5.781274E-83  6.077920E-83  6.313609E-83  6.633556E-83  6.706322E-83
  7.012586E-83  7.578282E-83  7.638474E-83  7.979365E-83  8.199887E-83  8.710305E-83  8.847043E-83  9.049298E-83
  9.501696E-83  9.677754E-83  1.026759E-82  1.039114E-82  1.078340E-82  1.121661E-82  1.128658E-82  1.178232E-82
  1.210841E-82  1.262744E-82  1.280644E-82  1.319934E-82  1.344139E-82  1.393959E-82  1.440853E-82  1.445905E-82
  1.505589E-82  1.549018E-82  1.577758E-82  1.603038E-82  1.657423E-82  1.690377E-82  1.721369E-82  1.751963E-82
  1.796882E-82  1.847380E-82  1.898365E-82  1.909524E-82  1.955801E-82  2.019498E-82  2.042515E-82  2.083756E-82
  2.072702E-82  2.190531E-82  2.181637E-82  2.237952E-82  2.286729E-82  2.330084E-82  2.352208E-82  2.370022E-82
  2.437847E-82  2.472275E-82  2.521472E-82  2.530385E-82  2.628057E-82  2.667827E-82  2.651470E-82  2.705075E-82
  2.767943E-82  2.812260E-82  2.833934E-82  2.882682E-82  2.911620E-82  2.983732E-82  2.988626E-82  3.029205E-82
  3.063703E-82  3.129542E-82  3.178542E-82  3.172795E-82  3.255905E-82  3.254882E-82  3.318192E-82  3.320586E-82
  3.395277E-82  3.452297E-82  3.452473E-82  3.471127E-82  3.521278E-82  3.589306E-82  3.654218E-82  3.595538E-82
  3.676251E-82  3.736294E-82  3.746822E-82  3.771092E-82  3.807621E-82  3.856402E-82  3.862531E-82  3.881401E-82
  3.932930E-82  3.977712E-82  4.008480E-82  3.991190E-82  4.062212E-82  4.083103E-82  4.092513E-82  4.107932E-82
  4.160618E-82  4.219276E-82  4.173155E-82  4.236284E-82  4.215617E-82  4.289510E-82  4.230193E-82  4.301475E-82
