#--it-----t--------dt-------EEK-------EEM-------EEGW------hrms------urms------orms------brms------umax------bmax-----divu2m----gg2m------oum------ourms-----oxurms----o2u2m---
    0   1.0000  9.82E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
    5   1.0005  9.81E-05 3.904E-12 2.219E-05 5.621E-17 2.412E-12 2.794E-06 5.908E-04 6.661E-03 8.830E-06 1.659E-02 1.019E-05 3.37E-16  1.08E-11  1.52E-09  1.26E-09  3.89E-18
   10   1.0010  9.81E-05 7.062E-11 4.501E-05 1.311E-15 2.531E-11 1.188E-05 4.884E-03 9.488E-03 5.382E-05 2.441E-02 1.504E-04 7.86E-15  2.97E-10  3.66E-08  5.60E-08  4.48E-15
   15   1.0015  9.81E-05 3.871E-10 6.867E-05 7.114E-15 9.085E-11 2.783E-05 1.351E-02 1.172E-02 1.302E-04 3.240E-02 7.523E-04 4.27E-14  2.21E-09  2.78E-07  3.64E-07  2.10E-13
   20   1.0020  9.81E-05 1.257E-09 9.020E-05 2.037E-14 2.160E-10 5.015E-05 2.609E-02 1.343E-02 2.622E-04 3.733E-02 2.283E-03 1.22E-13  8.59E-09  9.92E-07  1.30E-06  2.67E-12
   25   1.0025  9.80E-05 2.905E-09 1.101E-04 4.000E-14 4.025E-10 7.622E-05 4.158E-02 1.484E-02 4.098E-04 4.153E-02 4.831E-03 2.40E-13  1.52E-08  2.38E-06  3.20E-06  1.59E-11
   30   1.0029  9.80E-05 5.546E-09 1.331E-04 6.499E-14 6.410E-10 1.053E-04 6.009E-02 1.632E-02 5.373E-04 5.223E-02 8.345E-03 3.90E-13  1.43E-08  4.69E-06  6.49E-06  6.41E-11
   35   1.0034  9.80E-05 9.357E-09 1.484E-04 9.605E-14 9.214E-10 1.368E-04 8.161E-02 1.723E-02 7.204E-04 5.142E-02 1.268E-02 5.76E-13  1.39E-08  8.25E-06  1.16E-05  2.02E-10
   40   1.0039  9.79E-05 1.431E-08 1.715E-04 1.319E-13 1.236E-09 1.692E-04 1.056E-01 1.852E-02 8.658E-04 5.785E-02 1.722E-02 7.92E-13  2.01E-08  1.33E-05  1.86E-05  5.24E-10
   45   1.0044  9.79E-05 2.064E-08 1.909E-04 1.748E-13 1.581E-09 2.032E-04 1.324E-01 1.954E-02 1.051E-03 5.981E-02 2.197E-02 1.05E-12  3.27E-08  2.03E-05  2.80E-05  1.20E-09
   50   1.0049  9.78E-05 2.873E-08 2.141E-04 2.278E-13 1.953E-09 2.397E-04 1.620E-01 2.069E-02 1.250E-03 6.603E-02 2.743E-02 1.37E-12  3.48E-08  2.98E-05  4.03E-05  2.51E-09
   55   1.0054  9.78E-05 3.893E-08 2.340E-04 2.892E-13 2.354E-09 2.790E-04 1.948E-01 2.163E-02 1.558E-03 7.057E-02 3.373E-02 1.74E-12  1.15E-08  4.23E-05  5.59E-05  4.91E-09
   60   1.0059  9.77E-05 5.145E-08 2.522E-04 3.589E-13 2.786E-09 3.208E-04 2.310E-01 2.246E-02 1.825E-03 6.727E-02 4.046E-02 2.15E-12 -4.94E-08  5.81E-05  7.51E-05  9.02E-09
   65   1.0064  9.78E-05 6.630E-08 2.743E-04 4.351E-13 3.252E-09 3.641E-04 2.698E-01 2.342E-02 2.070E-03 6.396E-02 4.703E-02 2.61E-12 -1.26E-07  7.75E-05  9.75E-05  1.55E-08
   70   1.0069  9.77E-05 8.452E-08 2.959E-04 5.260E-13 3.750E-09 4.112E-04 3.116E-01 2.433E-02 2.189E-03 6.791E-02 5.437E-02 3.16E-12 -2.03E-07  1.01E-04  1.24E-04  2.57E-08
   75   1.0073  9.77E-05 1.068E-07 3.195E-04 6.269E-13 4.286E-09 4.622E-04 3.568E-01 2.528E-02 2.281E-03 7.127E-02 6.299E-02 3.76E-12 -2.04E-07  1.32E-04  1.57E-04  4.19E-08
   80   1.0078  9.77E-05 1.340E-07 3.436E-04 7.321E-13 4.863E-09 5.177E-04 4.053E-01 2.622E-02 2.379E-03 7.196E-02 7.391E-02 4.39E-12 -6.23E-08  1.68E-04  1.97E-04  6.68E-08
   85   1.0083  9.76E-05 1.667E-07 3.641E-04 8.379E-13 5.477E-09 5.775E-04 4.573E-01 2.699E-02 2.523E-03 7.627E-02 8.727E-02 5.03E-12  8.24E-08  2.12E-04  2.45E-04  1.05E-07
   90   1.0088  9.76E-05 2.050E-07 3.825E-04 9.414E-13 6.122E-09 6.403E-04 5.125E-01 2.766E-02 2.819E-03 7.807E-02 1.018E-01 5.65E-12  1.23E-07  2.64E-04  3.01E-04  1.60E-07
   95   1.0093  9.75E-05 2.480E-07 4.120E-04 1.053E-12 6.785E-09 7.043E-04 5.708E-01 2.870E-02 3.119E-03 8.379E-02 1.153E-01 6.32E-12  4.70E-08  3.23E-04  3.67E-04  2.39E-07
  100   1.0098  9.75E-05 2.978E-07 4.318E-04 1.212E-12 7.461E-09 7.718E-04 6.325E-01 2.939E-02 3.346E-03 8.289E-02 1.303E-01 7.27E-12  2.05E-07  3.93E-04  4.42E-04  3.49E-07
  105   1.0103  9.74E-05 3.544E-07 4.437E-04 1.386E-12 8.159E-09 8.419E-04 6.976E-01 2.979E-02 3.732E-03 8.178E-02 1.447E-01 8.32E-12  6.17E-07  4.72E-04  5.28E-04  5.02E-07
  110   1.0108  9.74E-05 4.172E-07 4.643E-04 1.532E-12 8.889E-09 9.134E-04 7.654E-01 3.047E-02 4.148E-03 8.274E-02 1.560E-01 9.19E-12  9.80E-07  5.61E-04  6.25E-04  7.06E-07
  115   1.0112  9.73E-05 4.873E-07 4.881E-04 1.672E-12 9.647E-09 9.872E-04 8.363E-01 3.124E-02 4.581E-03 8.621E-02 1.647E-01 1.00E-11  1.43E-06  6.63E-04  7.35E-04  9.80E-07
  120   1.0117  9.72E-05 5.663E-07 5.112E-04 1.844E-12 1.043E-08 1.064E-03 9.102E-01 3.198E-02 4.908E-03 9.220E-02 1.736E-01 1.11E-11  2.80E-06  7.78E-04  8.59E-04  1.34E-06
  125   1.0122  9.71E-05 6.564E-07 5.343E-04 2.048E-12 1.126E-08 1.146E-03 9.871E-01 3.269E-02 5.068E-03 9.300E-02 1.865E-01 1.23E-11  4.57E-06  9.06E-04  1.00E-03  1.82E-06
  130   1.0127  9.71E-05 7.583E-07 5.546E-04 2.247E-12 1.213E-08 1.232E-03 1.067E+00 3.330E-02 5.330E-03 9.306E-02 2.027E-01 1.35E-11  6.90E-06  1.05E-03  1.16E-03  2.44E-06
  135   1.0132  9.70E-05 8.718E-07 5.701E-04 2.419E-12 1.304E-08 1.320E-03 1.150E+00 3.377E-02 5.801E-03 9.626E-02 2.205E-01 1.45E-11  9.54E-06  1.21E-03  1.34E-03  3.24E-06
  140   1.0137  9.69E-05 9.972E-07 5.882E-04 2.603E-12 1.399E-08 1.412E-03 1.236E+00 3.430E-02 6.277E-03 9.972E-02 2.389E-01 1.56E-11  1.23E-05  1.38E-03  1.53E-03  4.25E-06
  145   1.0142  9.68E-05 1.136E-06 6.135E-04 2.817E-12 1.497E-08 1.507E-03 1.325E+00 3.503E-02 6.756E-03 9.503E-02 2.550E-01 1.69E-11  1.57E-05  1.57E-03  1.75E-03  5.53E-06
