 -0.885000000000000     
  0.000000E+00  1.433565-101  3.376341-101  6.244888-101  1.475565-100  2.241929-100  2.934114-100  3.654713-100
  1.925182E-97  1.882339E-97  1.846194E-97  1.814370E-97  1.786572E-97  1.752300E-97  1.710919E-97  1.665024E-97
 -0.875000000000000     
  0.000000E+00  1.859524E-98  4.526459E-98  8.669524E-98  2.036027E-97  3.027175E-97  3.942374E-97  4.910772E-97
  6.724966E-97  1.067401E-96  1.049134E-96  1.293008E-96  6.073298E-97  1.575333E-96  2.237519E-96  2.322292E-96
  3.069306E-96  3.354752E-96  3.670830E-96  3.938081E-96  4.470535E-96  5.164710E-96  5.377103E-96  6.030453E-96
  6.313124E-96  7.213409E-96  8.028721E-96  8.308240E-96  9.191624E-96  9.792648E-96  1.039723E-95  1.122617E-95
  1.181945E-95  1.280753E-95  1.386840E-95  1.417268E-95  1.548619E-95  1.619810E-95  1.727777E-95  1.784973E-95
  1.945383E-95  2.031245E-95  2.111457E-95  2.209497E-95  2.294950E-95  2.515718E-95  2.538204E-95  2.737045E-95
  2.869691E-95  3.020612E-95  3.128798E-95  3.238185E-95  3.400518E-95  3.581109E-95  3.698056E-95  3.838254E-95
  4.008509E-95  4.227554E-95  4.280272E-95  4.511254E-95  4.720475E-95  4.879979E-95  5.115113E-95  5.143423E-95
  5.391881E-95  5.779132E-95  5.776184E-95  6.082255E-95  6.175465E-95  6.571809E-95  6.657158E-95  6.816140E-95
  7.160285E-95  7.252207E-95  7.660220E-95  7.760945E-95  8.059762E-95  8.387580E-95  8.476866E-95  8.799121E-95
  9.022961E-95  9.418525E-95  9.571746E-95  9.856962E-95  1.004577E-94  1.042192E-94  1.075350E-94  1.085474E-94
  1.132206E-94  1.161311E-94  1.188292E-94  1.207751E-94  1.247475E-94  1.275319E-94  1.300278E-94  1.328023E-94
  1.362922E-94  1.403983E-94  1.446408E-94  1.456782E-94  1.492424E-94  1.543936E-94  1.567093E-94  1.598833E-94
  1.595441E-94  1.685773E-94  1.688877E-94  1.734770E-94  1.776884E-94  1.815767E-94  1.835491E-94  1.854256E-94
  1.906855E-94  1.943880E-94  1.986100E-94  2.000198E-94  2.078434E-94  2.114244E-94  2.108314E-94  2.156900E-94
  2.209746E-94  2.250367E-94  2.273349E-94  2.318221E-94  2.343451E-94  2.403139E-94  2.419759E-94  2.451455E-94
  2.492048E-94  2.551335E-94  2.591361E-94  2.589956E-94  2.666332E-94  2.664997E-94  2.721311E-94  2.735848E-94
  2.800367E-94  2.850422E-94  2.854453E-94  2.872600E-94  2.925616E-94  2.982057E-94  3.044913E-94  3.000347E-94
  3.071929E-94  3.120833E-94  3.139028E-94  3.158522E-94  3.200820E-94  3.241746E-94  3.255121E-94  3.279686E-94
  3.324154E-94  3.364509E-94  3.392817E-94  3.386238E-94  3.453179E-94  3.466190E-94  3.481455E-94  3.498764E-94
  3.546612E-94  3.598075E-94  3.559765E-94  3.617808E-94  3.601783E-94  3.672243E-94  3.623472E-94  3.683961E-94
  3.682215E-94  3.700424E-94  3.752276E-94  3.720722E-94  3.735246E-94  3.750737E-94  3.782428E-94  3.766657E-94
  3.793261E-94  3.795264E-94  3.822806E-94  3.799897E-94  3.813114E-94  3.836414E-94  3.813597E-94  3.842449E-94
  3.825480E-94  3.855810E-94  3.842569E-94  3.821418E-94  3.854194E-94  3.818008E-94  3.781995E-94  3.806340E-94
  3.798662E-94  3.791213E-94  3.791971E-94  3.772897E-94  3.780550E-94  3.765809E-94  3.758708E-94  3.722716E-94
  3.714598E-94  3.707568E-94  3.688628E-94  3.666351E-94  3.646622E-94  3.649189E-94  3.583241E-94  3.588518E-94
  3.578714E-94  3.558735E-94  3.535509E-94  3.487026E-94  3.464191E-94  3.446577E-94  3.424770E-94  3.373486E-94
  3.364153E-94  3.328193E-94  3.288129E-94  3.263630E-94  3.224662E-94  3.223041E-94  3.156282E-94  3.133328E-94
  3.096634E-94  3.087860E-94  3.041231E-94  2.986081E-94  2.968526E-94  2.928986E-94  2.892144E-94  2.837181E-94
  2.826132E-94  2.780541E-94  2.748192E-94  2.681760E-94  2.662181E-94  2.608233E-94  2.568834E-94  2.541341E-94
  2.490827E-94  2.458299E-94  2.421152E-94  2.369273E-94  2.336809E-94  2.300407E-94  2.255892E-94  2.206696E-94
  2.172995E-94  2.122910E-94  2.080474E-94  2.042824E-94  2.009870E-94  1.969555E-94  1.921278E-94  1.867830E-94
 -0.865000000000000     
  0.000000E+00  1.229631E-95  3.073353E-95  6.017050E-95  1.401277E-94  2.068691E-94  2.681234E-94  3.345505E-94
  4.560004E-94  7.272640E-94  7.102573E-94  4.115311E-94  8.391335E-94  1.281068E-93  1.514042E-93  1.566215E-93
  2.063607E-93  2.256473E-93  2.456881E-93  2.646030E-93  3.003097E-93  3.454422E-93  3.599128E-93  4.037659E-93
  4.210515E-93  4.798646E-93  5.332585E-93  5.522934E-93  6.099558E-93  6.490878E-93  6.882058E-93  7.423569E-93
  7.801161E-93  8.437838E-93  9.132589E-93  9.330970E-93  1.018807E-92  1.063821E-92  1.132753E-92  1.168565E-92
  1.273796E-92  1.326799E-92  1.375304E-92  1.440215E-92  1.495095E-92  1.635939E-92  1.647080E-92  1.772168E-92
  1.858716E-92  1.954399E-92  2.021477E-92  2.090442E-92  2.188358E-92  2.301433E-92  2.375422E-92  2.462374E-92
  2.569619E-92  2.703257E-92  2.735720E-92  2.878987E-92  3.013313E-92  3.105043E-92  3.251331E-92  3.268373E-92
  3.419605E-92  3.663115E-92  3.659644E-92  3.842190E-92  3.902593E-92  4.145644E-92  4.191376E-92  4.288651E-92
  4.497003E-92  4.554405E-92  4.813125E-92  4.861241E-92  5.049099E-92  5.238913E-92  5.288864E-92  5.488977E-92
  5.625373E-92  5.867374E-92  5.955662E-92  6.129119E-92  6.237239E-92  6.468876E-92  6.667702E-92  6.715589E-92
  7.000538E-92  7.181558E-92  7.333801E-92  7.451973E-92  7.696593E-92  7.854443E-92  8.007755E-92  8.167323E-92
  8.377999E-92  8.624549E-92  8.876134E-92  8.927663E-92  9.144180E-92  9.456173E-92  9.586577E-92  9.785795E-92
  9.751621E-92  1.030376E-91  1.030426E-91  1.058450E-91  1.082866E-91  1.105773E-91  1.117448E-91  1.127824E-91
  1.160569E-91  1.180775E-91  1.205756E-91  1.213685E-91  1.260755E-91  1.282358E-91  1.277961E-91  1.306622E-91
  1.337939E-91  1.361736E-91  1.375288E-91  1.401593E-91  1.417735E-91  1.453459E-91  1.461708E-91  1.481609E-91
  1.503763E-91  1.538591E-91  1.564300E-91  1.562878E-91  1.607987E-91  1.607499E-91  1.641185E-91  1.649249E-91
  1.687791E-91  1.717938E-91  1.719782E-91  1.731416E-91  1.761610E-91  1.796973E-91  1.833617E-91  1.806772E-91
  1.850375E-91  1.880612E-91  1.891809E-91  1.904255E-91  1.928499E-91  1.954498E-91  1.961878E-91  1.977405E-91
  2.004164E-91  2.030285E-91  2.047618E-91  2.043946E-91  2.085163E-91  2.094613E-91  2.104820E-91  2.116034E-91
  2.145851E-91  2.178475E-91  2.156929E-91  2.193727E-91  2.185214E-91  2.229268E-91  2.201540E-91  2.239808E-91
  2.240845E-91  2.252953E-91  2.285813E-91  2.269420E-91  2.279794E-91  2.291491E-91  2.313165E-91  2.304331E-91
  2.322540E-91  2.327238E-91  2.344317E-91  2.332472E-91  2.342245E-91  2.358552E-91  2.346573E-91  2.366400E-91
  2.359292E-91  2.379008E-91  2.372219E-91  2.361705E-91  2.383028E-91  2.363192E-91  2.343688E-91  2.360378E-91
  2.356783E-91  2.353777E-91  2.356730E-91  2.346425E-91  2.353018E-91  2.345028E-91  2.342494E-91  2.321423E-91
  2.317837E-91  2.315288E-91  2.304824E-91  2.292289E-91  2.281759E-91  2.284949E-91  2.244490E-91  2.249028E-91
  2.244163E-91  2.233210E-91  2.219403E-91  2.190152E-91  2.176556E-91  2.166588E-91  2.153684E-91  2.121983E-91
  2.116691E-91  2.094883E-91  2.070091E-91  2.055494E-91  2.031214E-91  2.030784E-91  1.989076E-91  1.975015E-91
  1.951837E-91  1.946327E-91  1.917143E-91  1.882175E-91  1.871173E-91  1.846189E-91  1.822883E-91  1.787972E-91
  1.780561E-91  1.751633E-91  1.730959E-91  1.688742E-91  1.675885E-91  1.641442E-91  1.616054E-91  1.598187E-91
  1.565746E-91  1.544527E-91  1.520519E-91  1.487008E-91  1.465824E-91  1.442118E-91  1.413442E-91  1.381717E-91
  1.359643E-91  1.327262E-91  1.299789E-91  1.275131E-91  1.253661E-91  1.227463E-91  1.196366E-91  1.161939E-91
 -0.855000000000000     
  0.000000E+00  5.104926E-93  1.283194E-92  2.558029E-92  5.893315E-92  8.710207E-92  1.123593E-91  1.403399E-91
  1.907721E-91  3.051300E-91  1.864371E-91  2.539803E-91  4.297195E-91  5.425519E-91  6.342076E-91  6.541327E-91
  8.610566E-91  9.419598E-91  1.023480E-90  1.105755E-90  1.253145E-90  1.437972E-90  1.499496E-90  1.683059E-90
  1.750978E-90  1.993581E-90  2.211956E-90  2.293200E-90  2.529862E-90  2.689192E-90  2.850462E-90  3.073645E-90
  3.225886E-90  3.486399E-90  3.771338E-90  3.855162E-90  4.206589E-90  4.388685E-90  4.669154E-90  4.812377E-90
  5.240816E-90  5.454134E-90  5.643629E-90  5.913819E-90  6.137508E-90  6.706284E-90  6.742893E-90  7.244247E-90
  7.601527E-90  7.984426E-90  8.251064E-90  8.529872E-90  8.908815E-90  9.359562E-90  9.657291E-90  1.000064E-89
  1.042828E-89  1.095532E-89  1.108221E-89  1.165204E-89  1.219231E-89  1.253494E-89  1.311500E-89  1.318153E-89
  1.377313E-89  1.473880E-89  1.472211E-89  1.541693E-89  1.566360E-89  1.661716E-89  1.677865E-89  1.715450E-89
  1.795756E-89  1.818764E-89  1.922162E-89  1.937214E-89  2.010999E-89  2.082684E-89  2.099741E-89  2.179097E-89
  2.231755E-89  2.325617E-89  2.357909E-89  2.424789E-89  2.465106E-89  2.555112E-89  2.631336E-89  2.645520E-89
  2.754860E-89  2.826297E-89  2.881401E-89  2.926386E-89  3.021213E-89  3.079074E-89  3.137949E-89  3.196435E-89
  3.276891E-89  3.370886E-89  3.465557E-89  3.481708E-89  3.564957E-89  3.683842E-89  3.730621E-89  3.808004E-89
  3.790482E-89  4.003891E-89  3.997793E-89  4.104927E-89  4.195406E-89  4.280760E-89  4.323831E-89  4.360092E-89
  4.487366E-89  4.558312E-89  4.651747E-89  4.678539E-89  4.858114E-89  4.939155E-89  4.918463E-89  5.024995E-89
  5.142845E-89  5.231175E-89  5.280382E-89  5.377569E-89  5.439990E-89  5.575439E-89  5.599956E-89  5.677255E-89
  5.754038E-89  5.883834E-89  5.983996E-89  5.976005E-89  6.144340E-89  6.142249E-89  6.268934E-89  6.294846E-89
  6.440076E-89  6.553791E-89  6.558102E-89  6.602715E-89  6.711602E-89  6.847801E-89  6.982394E-89  6.878882E-89
  7.044275E-89  7.160452E-89  7.200638E-89  7.248940E-89  7.335358E-89  7.436191E-89  7.460612E-89  7.518317E-89
  7.619065E-89  7.720367E-89  7.785567E-89  7.769575E-89  7.925113E-89  7.964512E-89  8.002350E-89  8.044782E-89
  8.158105E-89  8.283728E-89  8.203651E-89  8.344475E-89  8.313171E-89  8.480333E-89  8.377232E-89  8.524748E-89
  8.532138E-89  8.577302E-89  8.703035E-89  8.644813E-89  8.685912E-89  8.732471E-89  8.818297E-89  8.783541E-89
  8.854807E-89  8.878754E-89  8.940195E-89  8.898831E-89  8.936589E-89  9.000468E-89  8.957020E-89  9.034610E-89
  9.013201E-89  9.087387E-89  9.061057E-89  9.024403E-89  9.104210E-89  9.031746E-89  8.961064E-89  9.025004E-89
  9.010240E-89  8.999599E-89  9.014283E-89  8.974007E-89  9.000149E-89  8.968284E-89  8.959279E-89  8.877926E-89
  8.864430E-89  8.854945E-89  8.814038E-89  8.765784E-89  8.725806E-89  8.737341E-89  8.579644E-89  8.596291E-89
  8.575663E-89  8.533935E-89  8.477745E-89  8.364663E-89  8.309240E-89  8.268875E-89  8.217086E-89  8.091349E-89
  8.068302E-89  7.981993E-89  7.883565E-89  7.824157E-89  7.727252E-89  7.721759E-89  7.559311E-89  7.500827E-89
  7.406582E-89  7.380013E-89  7.264392E-89  7.125079E-89  7.078372E-89  6.977783E-89  6.883564E-89  6.744972E-89
  6.710037E-89  6.594788E-89  6.509879E-89  6.344512E-89  6.288796E-89  6.152533E-89  6.049885E-89  5.975947E-89
  5.847137E-89  5.759867E-89  5.663093E-89  5.529738E-89  5.443187E-89  5.347316E-89  5.233522E-89  5.108448E-89
  5.018886E-89  4.891144E-89  4.782389E-89  4.683125E-89  4.597259E-89  4.493417E-89  4.372294E-89  4.238646E-89
 -0.845000000000000     
  0.000000E+00  1.395748E-90  3.462216E-90  7.026492E-90  1.596647E-89  2.373814E-89  3.047893E-89  3.806147E-89
  5.172123E-89  6.310924E-89  3.857199E-89  9.493374E-89  1.183671E-88  1.474970E-88  1.724462E-88  1.772518E-88
  2.335954E-88  2.555796E-88  2.777060E-88  3.007513E-88  3.400645E-88  3.896469E-88  4.066259E-88  4.567808E-88
  4.743519E-88  5.399554E-88  5.984243E-88  6.211021E-88  6.846549E-88  7.267158E-88  7.708254E-88  8.310101E-88
  8.716263E-88  9.415867E-88  1.017830E-87  1.041475E-87  1.136058E-87  1.184870E-87  1.260154E-87  1.297751E-87
  1.410852E-87  1.468532E-87  1.517945E-87  1.591785E-87  1.651658E-87  1.802949E-87  1.810974E-87  1.944254E-87
  2.040780E-87  2.141450E-87  2.211838E-87  2.286598E-87  2.384602E-87  2.503266E-87  2.582281E-87  2.671491E-87
  2.784528E-87  2.922316E-87  2.955464E-87  3.106226E-87  3.248231E-87  3.335061E-87  3.486916E-87  3.504133E-87
  3.657476E-87  3.910176E-87  3.905513E-87  4.080939E-87  4.146969E-87  4.395604E-87  4.434500E-87  4.530042E-87
  4.734956E-87  4.796238E-87  5.067884E-87  5.100857E-87  5.289849E-87  5.472778E-87  5.508888E-87  5.718248E-87
  5.852763E-87  6.092976E-87  6.170776E-87  6.341326E-87  6.443269E-87  6.672864E-87  6.868028E-87  6.894782E-87
  7.170517E-87  7.356816E-87  7.490194E-87  7.601758E-87  7.843991E-87  7.987034E-87  8.134086E-87  8.276421E-87
  8.479594E-87  8.715875E-87  8.951492E-87  8.986441E-87  9.197496E-87  9.495066E-87  9.606478E-87  9.801407E-87
  9.747263E-87  1.029185E-86  1.026178E-86  1.052969E-86  1.075294E-86  1.096290E-86  1.106665E-86  1.115034E-86
  1.147269E-86  1.164030E-86  1.187109E-86  1.192768E-86  1.238077E-86  1.257860E-86  1.251493E-86  1.277582E-86
  1.306958E-86  1.328562E-86  1.340091E-86  1.363749E-86  1.379065E-86  1.412982E-86  1.417446E-86  1.436854E-86
  1.454587E-86  1.486584E-86  1.511482E-86  1.508838E-86  1.550169E-86  1.549406E-86  1.580631E-86  1.585452E-86
  1.621495E-86  1.649554E-86  1.649961E-86  1.660673E-86  1.686593E-86  1.720488E-86  1.753062E-86  1.726426E-86
  1.767260E-86  1.796310E-86  1.805064E-86  1.817069E-86  1.837161E-86  1.862201E-86  1.867230E-86  1.880450E-86
  1.905344E-86  1.930163E-86  1.946015E-86  1.940858E-86  1.978665E-86  1.988859E-86  1.997193E-86  2.007128E-86
  2.034810E-86  2.065759E-86  2.045415E-86  2.079741E-86  2.071532E-86  2.112075E-86  2.085976E-86  2.122540E-86
  2.124448E-86  2.134478E-86  2.165096E-86  2.150361E-86  2.160160E-86  2.170924E-86  2.191967E-86  2.182298E-86
  2.199348E-86  2.205316E-86  2.218808E-86  2.208579E-86  2.216842E-86  2.231930E-86  2.220589E-86  2.239063E-86
  2.233696E-86  2.250800E-86  2.243037E-86  2.233484E-86  2.251644E-86  2.233218E-86  2.215242E-86  2.229814E-86
  2.224747E-86  2.221218E-86  2.224388E-86  2.212742E-86  2.218108E-86  2.208702E-86  2.205262E-86  2.183732E-86
  2.179284E-86  2.175562E-86  2.163943E-86  2.150799E-86  2.139586E-86  2.140780E-86  2.100044E-86  2.102783E-86
  2.095683E-86  2.084210E-86  2.068234E-86  2.039021E-86  2.023251E-86  2.011404E-86  1.996939E-86  1.963659E-86
  1.956255E-86  1.933152E-86  1.907101E-86  1.890258E-86  1.864528E-86  1.860893E-86  1.819652E-86  1.802865E-86
  1.777349E-86  1.768333E-86  1.738164E-86  1.701820E-86  1.688247E-86  1.661500E-86  1.636286E-86  1.600438E-86
  1.589305E-86  1.559288E-86  1.536189E-86  1.494424E-86  1.478335E-86  1.443493E-86  1.416458E-86  1.396382E-86
  1.363393E-86  1.340009E-86  1.314741E-86  1.280651E-86  1.257725E-86  1.232719E-86  1.203713E-86  1.172233E-86
  1.148878E-86  1.116775E-86  1.089310E-86  1.063774E-86  1.041842E-86  1.015665E-86  9.858436E-87  9.531322E-87
 -0.835000000000000     
  0.000000E+00  2.613920E-88  6.308070E-88  1.303473E-87  2.910953E-87  4.369780E-87  5.586064E-87  6.965315E-87
  9.483261E-87  8.335797E-87  1.321623E-86  1.796746E-86  2.173969E-86  2.712026E-86  3.173657E-86  3.248545E-86
  4.293746E-86  4.697266E-86  5.112780E-86  5.545539E-86  6.253565E-86  7.158287E-86  7.475177E-86  8.405319E-86
  8.714830E-86  9.922241E-86  1.098807E-85  1.141913E-85  1.257940E-85  1.332536E-85  1.415619E-85  1.525787E-85
  1.600305E-85  1.727895E-85  1.866211E-85  1.912186E-85  2.085798E-85  2.175603E-85  2.313641E-85  2.380422E-85
  2.581910E-85  2.689933E-85  2.778695E-85  2.916479E-85  3.025462E-85  3.300263E-85  3.311946E-85  3.555516E-85
  3.732511E-85  3.912990E-85  4.040518E-85  4.177909E-85  4.353519E-85  4.566897E-85  4.710087E-85  4.867922E-85
  5.073411E-85  5.319324E-85  5.379651E-85  5.653955E-85  5.907407E-85  6.061849E-85  6.333154E-85  6.363593E-85
  6.635241E-85  7.088530E-85  7.080205E-85  7.384387E-85  7.504197E-85  7.950303E-85  8.016129E-85  8.181682E-85
  8.540409E-85  8.652365E-85  9.139337E-85  9.192535E-85  9.520436E-85  9.845674E-85  9.892433E-85  1.027308E-84
  1.050935E-84  1.092968E-84  1.105720E-84  1.135569E-84  1.153645E-84  1.193502E-84  1.228079E-84  1.231296E-84
  1.278728E-84  1.311999E-84  1.334402E-84  1.353054E-84  1.395456E-84  1.420149E-84  1.444921E-84  1.468739E-84
  1.504027E-84  1.544564E-84  1.584778E-84  1.590425E-84  1.627092E-84  1.677859E-84  1.696169E-84  1.729332E-84
  1.718470E-84  1.813699E-84  1.806162E-84  1.851679E-84  1.889699E-84  1.925196E-84  1.942190E-84  1.955461E-84
  2.010778E-84  2.038486E-84  2.077607E-84  2.085275E-84  2.163779E-84  2.196482E-84  2.183350E-84  2.227146E-84
  2.277543E-84  2.313666E-84  2.331829E-84  2.371387E-84  2.396226E-84  2.454507E-84  2.459432E-84  2.492336E-84
  2.520829E-84  2.575009E-84  2.616288E-84  2.610862E-84  2.680217E-84  2.678449E-84  2.730912E-84  2.735674E-84
  2.796950E-84  2.844153E-84  2.843895E-84  2.860675E-84  2.903062E-84  2.959992E-84  3.014135E-84  2.966836E-84
  3.035111E-84  3.084474E-84  3.096309E-84  3.116379E-84  3.148238E-84  3.189859E-84  3.196458E-84  3.215752E-84
  3.257940E-84  3.298063E-84  3.324166E-84  3.312570E-84  3.374396E-84  3.391780E-84  3.402998E-84  3.418019E-84
  3.463515E-84  3.514520E-84  3.478227E-84  3.534010E-84  3.518550E-84  3.584210E-84  3.537775E-84  3.598764E-84
  3.601279E-84  3.614812E-84  3.664437E-84  3.637273E-84  3.652060E-84  3.667080E-84  3.700673E-84  3.681575E-84
  3.707720E-84  3.715683E-84  3.734297E-84  3.715902E-84  3.726126E-84  3.748607E-84  3.726980E-84  3.754916E-84
  3.743608E-84  3.768693E-84  3.752023E-84  3.733222E-84  3.759146E-84  3.725625E-84  3.692616E-84  3.712943E-84
  3.700346E-84  3.691282E-84  3.693849E-84  3.669338E-84  3.674436E-84  3.654431E-84  3.644601E-84  3.604445E-84
  3.593357E-84  3.582750E-84  3.558884E-84  3.533182E-84  3.510093E-84  3.507086E-84  3.434764E-84  3.435248E-84
  3.417795E-84  3.394898E-84  3.362967E-84  3.310744E-84  3.279265E-84  3.254475E-84  3.226036E-84  3.165376E-84
  3.148726E-84  3.105815E-84  3.058376E-84  3.024999E-84  2.978098E-84  2.966366E-84  2.895427E-84  2.862010E-84
  2.814747E-84  2.794255E-84  2.740669E-84  2.676392E-84  2.649257E-84  2.600901E-84  2.554962E-84  2.492387E-84
  2.468723E-84  2.415859E-84  2.373246E-84  2.302555E-84  2.271261E-84  2.211587E-84  2.163739E-84  2.127052E-84
  2.070567E-84  2.028601E-84  1.984478E-84  1.926479E-84  1.885942E-84  1.842497E-84  1.793310E-84  1.740827E-84
  1.700430E-84  1.647141E-84  1.601277E-84  1.557894E-84  1.520892E-84  1.477427E-84  1.429242E-84  1.376819E-84
 -0.825000000000000     
  0.000000E+00  3.478826E-86  8.094841E-86  1.700870E-85  3.718693E-85  5.656785E-85  7.204709E-85  8.959194E-85
  1.114929E-84  1.191520E-84  1.884407E-84  2.328125E-84  2.810126E-84  3.512888E-84  4.113771E-84  4.190951E-84
  5.563136E-84  6.084421E-84  6.643846E-84  7.208908E-84  8.108015E-84  9.273566E-84  9.690476E-84  1.090443E-83
  1.129095E-83  1.286192E-83  1.423424E-83  1.481396E-83  1.631085E-83  1.723161E-83  1.834910E-83  1.977035E-83
  2.074572E-83  2.238291E-83  2.414991E-83  2.478679E-83  2.704087E-83  2.821711E-83  3.000780E-83  3.083764E-83
  3.335650E-83  3.480318E-83  3.593882E-83  3.776082E-83  3.915919E-83  4.269090E-83  4.280157E-83  4.596993E-83
  4.825689E-83  5.054581E-83  5.218480E-83  5.397444E-83  5.623404E-83  5.894478E-83  6.077893E-83  6.275055E-83
  6.540816E-83  6.850396E-83  6.929698E-83  7.284106E-83  7.603226E-83  7.802171E-83  8.144103E-83  8.182073E-83
  8.521826E-83  9.099721E-83  9.089455E-83  9.464940E-83  9.616718E-83  1.018679E-82  1.026733E-82  1.046953E-82
  1.091620E-82  1.106060E-82  1.167794E-82  1.174320E-82  1.214302E-82  1.255815E-82  1.259160E-82  1.308427E-82
  1.338032E-82  1.390081E-82  1.404746E-82  1.441886E-82  1.465036E-82  1.513794E-82  1.557564E-82  1.559964E-82
  1.617595E-82  1.659643E-82  1.686727E-82  1.708417E-82  1.761132E-82  1.791833E-82  1.820956E-82  1.849254E-82
  1.892995E-82  1.942050E-82  1.990747E-82  1.997881E-82  2.043169E-82  2.104240E-82  2.125783E-82  2.165311E-82
  2.150430E-82  2.268508E-82  2.256687E-82  2.311062E-82  2.357230E-82  2.400126E-82  2.419714E-82  2.434684E-82
  2.501362E-82  2.534536E-82  2.581654E-82  2.588307E-82  2.685008E-82  2.722925E-82  2.704209E-82  2.756450E-82
  2.818085E-82  2.860785E-82  2.880699E-82  2.927969E-82  2.955413E-82  3.026598E-82  3.029430E-82  3.068672E-82
  3.101737E-82  3.166905E-82  3.214317E-82  3.207040E-82  3.289434E-82  3.286765E-82  3.349068E-82  3.349998E-82
  3.423895E-82  3.480114E-82  3.478926E-82  3.496559E-82  3.545953E-82  3.612917E-82  3.677067E-82  3.617218E-82
  3.697232E-82  3.756462E-82  3.766157E-82  3.789638E-82  3.825461E-82  3.873555E-82  3.878908E-82  3.896966E-82
  3.947870E-82  3.992070E-82  4.022310E-82  4.004208E-82  4.074756E-82  4.095175E-82  4.103972E-82  4.118898E-82
  4.171130E-82  4.229435E-82  4.182694E-82  4.245462E-82  4.224299E-82  4.297815E-82  4.238022E-82  4.309044E-82
